as_of,ticker,momentum,rev_growth,margin,margin_chg,leverage,rev_asof_end,rev_filed,fwd_63,fwd_126,z_growth,z_margin,z_mchg,z_lowlev,z_mom,fundamental,combined
2024-01-02,BX,0.35363022372308994,1.4017119138391516,,,3.2039351039553345,2023-09-30,2023-11-03,-0.013253293833320523,-0.037966788804864815,4.223924377905843,,,6.368750258511083e-06,1.4113963678949986,2.111965373328051,1.7616808706115248
2024-01-02,WEC,-0.03358710255261976,-0.022765851223165212,0.24113620108306938,0.03933889703913529,,2023-09-30,2023-11-02,-0.059082483781278894,-0.10009267840593128,-0.46042218961415887,0.45428119078114493,-0.17013315984746036,,-0.6713668061345142,-0.05875805289349143,-0.3650624295140028
2024-01-02,QUBT,-0.31192307692307697,0.33971736705094835,,29.50534566084289,0.09956382423851717,2023-09-30,2023-11-13,0.09256567915036351,-0.4356623812185578,0.9050316854562362,,5.165890189904557,0.6814943705279393,-1.934909171070594,2.250805415296244,0.15794812211282494
2024-01-02,CL,0.046409126263935674,0.10325476992143656,0.20935910478128178,-0.0032110411221974444,,2023-09-30,2023-10-27,0.09142715559960357,0.18793359762140738,0.01429039515038462,0.3198326151498565,-0.27580613620739974,,-0.24108337578582453,0.019438958030947123,-0.11082220887743871
2024-01-02,PPG,-0.012007781579123855,0.0393912264995524,0.15030146425495264,0.02630862629613437,1.7502257773190557,2023-09-30,2023-10-19,-0.03768332428028254,-0.1521591526344378,-0.22627997733840344,0.06996033061192233,-0.20249389999631556,0.323813823936396,-0.5552960314188236,-0.008749930696600156,-0.28202298105771184
2024-01-02,TTWO,0.07804778988695604,-0.06767133118048085,-0.4184883004926108,-0.23728987925113254,0.8039406412735317,2023-09-30,2023-11-09,-0.04728117543639332,-0.036167273640587694,-0.6295786043898756,-2.336583457332088,-0.8571420581110348,0.534594738778827,-0.07090544469135106,-0.8221773452635428,-0.44654139497744694
2024-01-02,PEG,-0.021154763798313936,0.08098591549295775,0.22434853420195439,0.1482041680047713,,2023-09-30,2023-10-31,0.0828729281767957,0.20230744231394215,-0.06959512572289002,0.38325274063884873,0.10023426493118281,,-0.6044957867677538,0.13796395994904717,-0.23326591340935332
2024-01-02,VRSN,-0.09577856534027185,0.05435696273465962,0.6757905926122775,0.012299418613958668,,2023-09-30,2023-10-26,-0.06246279023615797,-0.12953959118872804,-0.16990489152669172,1.9392423044237217,-0.23728583474853437,,-1.0058820244461024,0.5106838593828319,-0.24759908253163526
2024-01-02,MRNA,-0.07582354390865031,-0.4557074910820452,-1.0988530857454943,-1.44546426291553,0.44555927164622816,2023-09-30,2023-11-03,-0.10035555555555564,0.03066666666666662,-1.820163742792746,-3.7723478539152095,-0.8924146179798164,0.6144226363913837,-0.898548026315146,-1.4676258945740972,-1.1830869604446215
2024-01-02,GH,-0.24985851726089425,0.21827194984838671,-0.7938404530518073,0.43780412464571583,6.87226838488123,2023-09-30,2023-11-06,-0.25688419464353085,0.07167106752168984,0.4475536363527942,-3.7723478539152095,0.8194571520696742,-0.8170989787264227,-1.8346467204969492,-0.830609011054791,-1.3326278657758701
2024-01-02,PINS,0.3292951541850222,0.11489737783945664,-0.00655002666394131,0.0947939219154174,0.1774148608907014,2023-09-30,2023-10-30,-0.025683512841756406,0.19083126208229761,0.0581474436870812,-0.5936767537651969,-0.03241033847526449,0.6741506423126512,1.280502982625233,0.026552748439817753,0.6535278655325254
2024-01-02,VICI,0.026076028903549986,0.20328178161462485,,,0.7571489385598175,2023-09-30,2023-10-25,-0.10104102878138388,-0.15033680342927114,0.39108651657769644,,,0.5450173878613729,-0.3504509673744671,0.46805195221953466,0.05880049242253377
2024-01-02,DLR,0.17356591165495083,0.17645499516392738,0.04151787751562999,-0.09050396995640006,1.2037165312462994,2023-09-30,2023-11-09,0.03993196775863339,0.12186644975227412,0.2900315223928614,-0.39030193344968983,-0.4925985454022345,0.44554639107620264,0.4428670881244822,-0.03683064134571509,0.20301822338938358
2024-01-02,NTAP,0.12766514061478085,-0.060733613950691545,0.1946222791293214,0.02504921839570745,10.783116883116882,2023-10-27,2023-11-30,0.23512353555272014,0.5109616053822061,-0.6034446141856868,0.25748125367189645,-0.20562164558280094,-1.6882235403074055,0.19597618450320123,-0.5599521366009992,-0.181987976048899
2024-01-02,ETN,0.19074914020834388,0.10671936758893286,,,,2023-09-30,2023-10-31,0.3434072833821682,0.33285893679363765,0.027341339503524926,,,,0.5352921766042703,0.027341339503524926,0.2813167580538976
2024-01-02,BBY,-0.059754168187903134,-0.07849249079059228,0.03628536285362854,0.0018091184028870624,,2023-10-28,2023-12-01,0.026533782034688036,0.06562257312969177,-0.6703413033990425,-0.4124406504864743,-0.26333854584790384,,-0.8121141254803844,-0.4487068332444735,-0.630410479362429
2024-01-02,SWKS,-0.023187108325872896,-0.13094272269998375,0.21536594473487677,-0.0489533802691797,0.3853551876633732,2023-06-30,2023-08-08,-0.019888186234075733,-0.04105948125744663,-0.8679183740011385,0.3452474947265197,-0.3894074557909858,0.6278328353005487,-0.6154273542666893,-0.07106137494126397,-0.3432443646039766
2024-01-02,AXON,0.2931956007811696,0.3266902750245386,0.13325161206089928,0.030263358502003485,1.139337736676403,2023-09-30,2023-11-07,0.2283908913881494,0.17855581607916382,0.8559593632310776,-0.0021774229588945987,-0.19267230351558384,0.45988648868420606,1.0863308334819872,0.2802490313602013,0.6832899324210943
2024-01-02,FIVE,0.10252212615746648,0.14165299813653243,0.021894202239256932,-0.010559900955303358,1.6543084710706315,2023-10-28,2023-11-30,-0.23558071551204118,-0.4966822885248944,0.15893435897794905,-0.47332950665847506,-0.2940570649977504,0.3451789883991419,0.06073702798235059,-0.06581830606978363,-0.0025406390437165208
2024-01-02,DUOL,0.50568980050576,0.4326133347212824,-0.03393303493576702,0.17594569300885382,0.4162119257862883,2023-09-30,2023-11-09,0.026498717051551157,-0.09577793328668072,1.2549655655343759,-0.7095339870278738,0.1691304758922861,0.6209596305519448,2.2292938773570516,0.33388042123768324,1.2815871492973674
2024-01-02,CMI,-0.029066022544283365,0.1497340788217647,0.1126793974617483,0.027311880756443516,1.9158378682679678,2023-09-30,2023-11-02,0.22178455925035245,0.1281200762915664,0.18937533494628384,-0.0892182565255994,-0.20000231271209254,0.2869244480923902,-0.6470488371046381,0.04676980345024553,-0.3001395168271963
2024-01-02,AAPL,-0.035435934739686314,-0.014006919080509661,0.2811594557257601,0.0029979542611812127,4.673462491552152,2023-07-01,2023-08-04,-0.08613445378151252,0.19343891402714952,-0.4274277853694265,0.6236191796185773,-0.26038606626795624,-0.3273244909925952,-0.6813112981106837,-0.09787979075285017,-0.3895955444317669
2024-01-02,MCHP,-0.045539750799426515,0.08735288442986677,0.39258306347868516,0.02836349951958811,,2023-09-30,2023-11-02,0.018253234750462033,0.0810998151571165,-0.04561111220428096,1.0950513461012468,-0.1973906124488373,,-0.7356576679097744,0.28401654048270947,-0.22582056371353246
2024-01-02,ENTG,0.03644460601654109,-0.1062447425510249,0.13178997994909028,0.11680851434337179,,2023-09-30,2023-11-02,0.23123465450719038,0.2336022448263766,-0.7748824733010261,-0.00836157375931298,0.02226300784999512,,-0.2946805017661006,-0.253660346403448,-0.2741704240847743
2024-01-02,RBLX,0.02114014251781482,0.3776614957881581,-0.4206779066914368,0.1588139680562487,44.79255243031816,2023-09-30,2023-11-08,-0.15236101418934644,-0.1214235868806699,1.0479650821168591,-2.345847659190866,0.1265837544597556,-4.557716284458021,-0.37700009546819035,-1.4322537767680679,-0.9046269361181292
2024-01-02,DAL,-0.15658882402001661,0.10826475849731665,0.128099173553719,0.023913127042091087,,2023-09-30,2023-10-12,0.15129789864029664,0.17156983930778735,0.03316274004835093,-0.023977338588039764,-0.20844313393134414,,-1.3329680270264728,-0.06641924415701099,-0.6996936355917419
2024-01-02,MPC,0.29623957801599454,-0.10636206783584856,0.11616198646039544,-0.029861994145453374,2.2106178949810533,2023-09-30,2023-10-31,0.41086899448674186,0.148529797847204,-0.7753244310434259,-0.07448345741335445,-0.3419939064015214,0.2212634740993767,1.1027037673800004,-0.24263458018973127,0.4300345935951346
2024-01-02,ALL,0.30133019636232006,0.09759236826165951,0.04752707456715182,-0.004713991453441757,5.943191941341739,2023-09-30,2023-11-01,0.2058966692163271,0.10868507057923638,-0.007039553103111577,-0.3648770810153471,-0.2795387205938107,-0.6101512255933914,1.1300851671916827,-0.3154016450764152,0.40734176105763376
2024-01-02,D,-0.07793195210036119,-0.19269602577873257,0.27541245343267695,0.045122442691538395,2.7798986727558157,2023-09-30,2023-11-08,0.0024737167594310883,0.01443001443001446,-1.1005395899259802,0.5993036705765723,-0.15576969636401825,0.09445864691692545,-0.9098887247796326,-0.1406367421991252,-0.5252627334893789
2024-01-02,AVGO,0.2383962393318424,0.04867674858223059,0.43442992338891395,-0.007087089843600236,2.037393696848424,2023-07-30,2023-09-06,0.2559748659455674,0.5931931673699533,-0.19130193843714677,1.272104990529288,-0.2854323218754905,0.25984841384367546,0.7915762234939918,0.26380478601508156,0.5276905047545367
2024-01-02,CIEN,0.06713947990543745,0.23031034089455882,0.07324190035265937,0.042011954075033484,0.9665677910910871,2023-07-29,2023-09-06,0.07709348692955253,0.04009747452370416,0.49290157765025305,-0.2560779111153041,-0.163494609824374,0.498370245641367,-0.12957902352864875,0.1429248255879855,0.006672901029668374
2024-01-02,WELL,0.10764698662084204,0.12767226382167984,,,0.7770347227825207,2023-09-30,2023-10-31,0.011414007092198641,0.16744237588652489,0.10626971994324204,,,0.540587915568976,0.08830260917113851,0.32342881775610904,0.20586571346362378
2024-01-02,JCI,-0.15649475395300727,0.078469912307227,0.3408103182391701,0.008182558940712237,0.43686914475672406,2023-06-30,2023-08-02,0.14786264891380507,0.17133847231955146,-0.07907276807003881,0.8760013804320175,-0.24751007557536361,0.616358324511268,-1.3324620432854302,0.29144421532447073,-0.5205089139804797
2024-01-02,WDC,0.3206959231368476,-0.2639186295503212,-0.21672727272727274,-0.25901849328401794,1.2866607337090874,2023-09-29,2023-11-07,0.4081793157687772,0.5294927251278019,-1.3688311284296377,-1.4829345731378278,-0.8924146179798164,0.4270709292835309,1.2342494693220687,-0.8292773475659377,0.20248606087806548
2024-01-02,BDX,-0.06299633475870503,0.051066580478345225,0.11254612546125461,-0.003161696128919922,,2023-06-30,2023-08-03,-0.007456605003667072,-0.06755765626273325,-0.18229957623441193,-0.08978212902256197,-0.27568358767893125,,-0.8295530794721478,-0.18258843097863506,-0.5060707552253915
2024-01-02,LHX,0.060888034793162626,0.15756005652378713,,,1.266491190373872,2023-09-29,2023-10-27,-0.026265611593097482,0.07055010010487184,0.2188553523394205,,,0.4315636076890239,-0.16320427421033437,0.32520948001422223,0.08100260290194393
2024-01-02,DD,0.08299489548790939,-0.07808260476334039,,,0.599619708994709,2023-09-30,2023-11-02,-0.005031565547967687,0.021674436206629677,-0.6687972858113785,,,0.5801063413462764,-0.044295970722812036,-0.044345472232551086,-0.04432072147768156
2024-01-02,SMCI,0.1454654895666132,0.14445098346228402,0.08138523318702139,-0.037463335757923086,0.8914956187787998,2023-09-30,2023-11-03,2.557785952005605,1.9672447013487475,0.16947421217067948,-0.221623551595681,-0.36087187490696787,0.5150922468188549,0.2917206379819012,0.025517758121721384,0.1586191980518113
2024-01-02,U,-0.1074551311550852,0.6854816480375123,-0.23409713162198417,0.5080524528998676,1.2213824339611237,2023-09-30,2023-11-09,-0.3359113173498324,-0.5944831142046919,2.207506265057344,-1.556426271848482,0.9939192136308401,0.4416113877733832,-1.0686878950204708,0.5216526486532713,-0.27351762318359973
2024-01-02,EFX,0.046872954218129426,0.06011412038897368,0.1867940262300053,-0.00841613209194278,1.831761116157734,2023-09-30,2023-10-23,0.06678617584524948,0.0022512194105139827,-0.148218002776632,0.22435999419623612,-0.2887330047004092,0.3056521804129397,-0.2385885396394886,0.023265291783033652,-0.10766162392822747
2024-01-02,HIG,0.12586445366528376,0.008620689655172376,1.7008547008547008,0.30142941349837904,4.447474230572411,2023-09-30,2023-10-26,0.2545454545454544,0.22383292383292375,-0.3421908572191441,1.9392423044237217,0.4807699001041192,-0.27698658481769756,0.18629065595921848,0.45020869062274976,0.31824967329098414
2024-01-02,ADI,-0.0038594143981885987,-0.010735140905758445,0.3021272584548325,0.014879518992216567,,2023-07-29,2023-08-23,0.00919516478975102,0.188242587044116,-0.4151031811895264,0.7123337425940194,-0.23087814303241136,,-0.5114676230773054,0.02211747279069388,-0.24467507514330578
2024-01-02,TYL,-0.009968227789769912,0.04542140488724433,0.12924412352127823,0.0005159778042210517,0.6255419578519874,2023-09-30,2023-11-01,0.0167564919157277,0.2458598726114649,-0.20356463485704995,-0.019133066762650572,-0.26655006675293513,0.5743322727058835,-0.5443256867682483,0.021271126083311956,-0.2615272803424682
2024-01-02,CVX,-0.04916990013357936,-0.18243370913900614,,,0.5910446858076422,2023-09-30,2023-11-02,0.07332084559807339,0.04836767460529856,-1.0618820209228346,,,0.5820163906150604,-0.7551835022057786,-0.2399328151538871,-0.49755815867983283
2024-01-02,PANW,0.13462142632736418,0.20129205577587306,0.11458388797188648,0.10486148807422753,5.822621515779774,2023-10-31,2023-11-17,-0.06707739166551296,0.18094974387373663,0.3835913313666757,-0.08116037628507598,-0.007407489430730264,-0.5832946855983792,0.23339262929286475,-0.07206780498687743,0.08066241215299366
2024-01-02,WING,0.29000766675185274,0.263639502762431,0.2617502391037027,0.001898288136851889,,2023-09-30,2023-11-01,0.46760965172946656,0.6581084829034431,0.6184506539413375,0.5414989788245246,-0.26311709238412767,,1.069183585291009,0.2989441801272448,0.6840638827091269
2024-01-02,PGR,0.21902104231088315,0.2175552808250263,0.03232523167487115,0.006676180799297996,3.923893235529137,2023-09-30,2023-10-31,0.30402771762667835,0.30093423250634177,0.4448539844909792,-0.4291959257715556,-0.25125117294484123,-0.16036118627183873,0.6873609828358631,-0.09898857512431408,0.29418620385577454
2024-01-02,LII,0.3487540131478368,0.09751787292151981,0.13671960769962674,-0.012529327957855801,17.119749216300942,2023-09-30,2023-10-26,0.09113373081544274,0.24018952188796439,-0.007320172855255582,0.0124956317939463,-0.29894814644407963,-3.099680942872385,1.3851682238379346,-0.8483634075944434,0.2684024081217456
2024-01-02,FITB,0.2997010463378176,0.04195804195804187,,,11.872763539651837,2023-09-30,2023-11-07,0.030477285796434828,0.0575043128234618,-0.2166109280205544,,,-1.9309376128112183,1.121322300848282,-1.0737742704158864,0.02377401521619782
2024-01-02,ISRG,-0.01502842008154015,0.11962244766919228,0.2671331077593623,0.011001092862739703,0.16661615758832443,2023-09-30,2023-10-20,0.15843857634902414,0.31370475557435484,0.0759465157095321,0.5642738420999657,-0.2405102330049046,0.6765560066943628,-0.5715434310261663,0.26906653287473903,-0.15123844907571365
2024-01-02,WAT,0.24115269856856902,0.004427320391501066,0.2521118686173232,-0.018876269212485364,3.966395073780648,2023-09-30,2023-11-07,0.037976994705130496,-0.12512932870793014,-0.35798704314450497,0.5007191299990209,-0.3147108056191732,-0.16982828662868882,0.806402656608919,-0.08545175134833652,0.36047545263029124
2024-01-02,RMBS,0.020807259073842177,-0.061883040518869614,0.9959448422572129,0.8451750906446546,0.23940261583187347,2023-09-30,2023-11-03,-0.07570881226053638,-0.07264367816091954,-0.6077744393541468,1.9392423044237217,1.8311649081775665,0.6603431384242037,-0.3787906077498042,0.9557439779178363,0.288476685084016
2024-01-02,LNG,0.10206869633099136,-0.5479559748427674,0.684472049689441,1.0231962186022892,,2023-09-30,2023-11-02,-0.0656395726344372,0.027507230978100372,-1.820163742792746,1.9392423044237217,2.273281236876072,,0.058298121248315314,0.797453266169016,0.4278756937086657
2024-01-02,SOFI,0.13262910798122074,0.028822399121603004,,,4.472918168959122,2023-09-30,2023-11-08,-0.2186528497409327,-0.3243523316062177,-0.2660921550355735,,,-0.2826541118727643,0.22267635447582218,-0.2743731334541689,-0.025848389489173368
2024-01-02,MRK,-0.00953380565031059,0.067049936493081,,,,2023-09-30,2023-11-03,0.14712115860120112,0.11135641116213346,-0.12209117400585213,,,,-0.5419890185133657,-0.12209117400585213,-0.3320400962596089
2024-01-02,PL,-0.26543209876543217,0.1141960405601159,-0.8641747923438065,-0.006457103626600569,0.33718642123846043,2023-10-31,2023-12-08,-0.10084033613445365,-0.23949579831932766,0.05550554564179579,-3.7723478539152095,-0.28386774807132475,0.638562219359463,-1.9184138451692148,-0.8405369592463189,-1.3794754022077669
2024-01-02,GRMN,0.219855421686747,0.12021476034562273,0.2116340034018744,0.0017375955431118695,,2023-09-30,2023-11-01,0.15391908975979773,0.2733091024020229,0.07817772421384878,0.3294576883893852,-0.2635161732146361,,0.6918489396479546,0.04803974646286596,0.36994434305541024
2024-01-02,MDT,-0.04934588019279318,0.0526038233355306,0.16783567134268537,-0.017266504003392413,0.7469879518072289,2023-10-27,2023-11-30,0.026074360212457792,-0.06844519555770157,-0.17650886893970694,0.14414738487833406,-0.3107129459691651,0.5472807036441428,-0.7561300631208578,0.05105156840340122,-0.3525392473587283
2024-01-02,AON,-0.14960583424370377,0.09532640949554905,0.23399932272265492,0.015156592752328502,,2023-09-30,2023-10-27,0.12655371154780926,0.023435872508853484,-0.015575292199301967,0.4240851300429739,-0.23019002901468347,,-1.295407946514029,0.05943993627632948,-0.6179840051188498
2024-01-02,T,0.07009925558312657,0.010218686549279266,0.19051070840197692,-0.009602462719415755,2.367587289465869,2023-09-30,2023-10-31,0.02086956521739136,0.08289855072463759,-0.33617129288786884,0.2400852391761457,-0.2916792625275462,0.18629922145345945,-0.11365899266595475,-0.050366523696452475,-0.08201275818120361
2024-01-02,UUUU,0.12887438825448605,2.7459938629389704,-0.6320196595977063,4.026691557586064,0.047082076080797966,2023-09-30,2023-11-06,-0.0028901734104045396,-0.1445086705202312,4.223924377905843,-3.2400324953323985,5.165890189904557,0.6814943705279393,0.2024804813963284,1.707819110751485,0.9551497960739067
2024-01-02,USB,0.3076235854675402,0.48730964467005067,,,11.568937924801837,2023-09-30,2023-11-01,-0.01821908449100429,-0.10020496470052376,1.4610034856543612,,,-1.863261773245282,1.16393602607308,-0.20112914379546043,0.4814034411388098
2024-01-02,FFIV,0.2061319463454696,0.04174129117197034,0.1473993868854979,-0.011927391352217237,0.5816582340320373,2023-06-30,2023-08-04,0.08641625056740798,-0.03262596459373579,-0.21742741602839954,0.05768167037848125,-0.29745323398482654,0.5841071820869146,0.6180331594104688,0.03172705061304244,0.3248801050117556
2024-01-02,FTI,0.19487485101311086,0.18690132717830354,0.1025815547668822,0.031029333185808916,2.090574278078352,2023-09-30,2023-10-26,0.34164588528678297,0.3102244389027431,0.32938226695206274,-0.13194212765529684,-0.19077000169913513,0.24800266974761986,0.5574835351715932,0.06366820183631267,0.3105758685039529
2024-01-02,APLD,-0.2976791120080726,4.245956094742923,-0.14115023538804614,0.46211377385516583,1.728866414480883,2023-08-31,2023-10-10,-0.521551724137931,-0.027298850574712707,4.223924377905843,-1.1631688864246557,0.879830282965622,0.3285715294819948,-1.934909171070594,1.067289325982201,-0.4338099225441965
2024-01-02,RCL,0.16414728682170532,0.3900263107339441,0.3040784260752375,0.2043732733476914,6.369576276244773,2023-09-30,2023-10-26,0.1527384717829201,0.29332445480273006,1.094542643866171,0.7205891132197674,0.2397305085815503,-0.7051264891391344,0.3922062224515554,0.3374339441320886,0.36482008329182203
2024-01-02,CB,0.18226729069162761,0.14204451772464965,0.09485310041146322,0.014144114426302465,3.1551371890096043,2023-09-30,2023-11-01,0.12069496371233779,0.11757202551132617,0.16040919122344177,-0.16464114049301343,-0.23270452381383994,0.010875892916777105,0.4896700346640148,-0.056515145041658624,0.2165774448111781
