as_of,ticker,sector,momentum,rev_growth,rev_accel,margin,margin_chg,margin_accel,leverage,fwd_63,fwd_126,z_rev_growth,sn_rev_growth,z_rev_accel,sn_rev_accel,z_margin_chg,sn_margin_chg,z_margin_accel,sn_margin_accel,z_margin,z_lowlev,sn_margin,sn_lowlev,z_mom,IMPROVEMENT,IMPROVEMENT_sn,LEVELS,LEVELS_sn,IMPROV_plus_MOM
2022-03-04,JBHT,Industrials,0.11436068441480352,0.27190404295531323,-0.08361730262463207,0.08707324952970162,0.016091907799007918,0.014688474220313177,1.179201081782889,-0.11994113318616628,-0.17223448614177084,0.02508944081395025,0.26850303430136235,0.11737800589934189,-0.04988258633641474,-0.06898604046776785,-0.022708394014720523,0.342988129893198,0.44827974818943095,-0.33127667557418244,0.48225445783494997,-0.7432443496119181,0.39494401209918745,0.6917759672432047,0.10411738403468057,0.1610479505349145,0.07548889113038376,-0.17415016875636533,0.3979466756389426
2022-03-04,CTAS,Industrials,-0.04396790958171448,0.0940401172876324,0.007943041582323396,0.1983206409468751,-0.0025116641466681744,-0.010042877960105112,,0.0452300027444108,0.0708269121155185,-0.46962319793928775,-0.4603185675140626,0.452089793762743,0.3981596720527912,-0.1974607590061723,-0.23782626743560284,0.19577629532181395,0.2465706282515725,0.18101589249106015,,0.08459170085845621,,-0.0037948126606651596,-0.004804466965225775,-0.013353633661325442,0.18101589249106015,0.08459170085845621,-0.004299639812945467
2022-03-04,COF,Finance,-0.1620642259152818,0.27393075356415486,-0.2676841532681433,,,,6.084844909796982,-0.07508201610498066,-0.22293468535639727,0.03072655553255005,0.36677671014970176,-0.5555043996759209,-2.1347060156310436,,,,,,-0.7444956730902847,,0.22488230112235907,-0.5226167435730315,-0.2623889220716854,-0.8839646527406709,-0.7444956730902847,0.22488230112235907,-0.3925028328223584
2022-03-04,OKE,Utilities,0.28391818352411335,1.0863036871327494,0.04565527309289097,0.14722954912453776,-0.1059287609978761,-0.07216981273923456,,-0.016807950891552292,-0.11502484653610057,2.290269383617418,1.6422680741197104,0.5899521897874803,0.055208742841815386,-0.9116506172127273,-0.16542797202153736,-0.17403041716250464,-0.310276851778542,-0.054257818662960186,,0.11529682274606433,,1.436677686616814,0.44863513475741656,0.3054429982903616,-0.054257818662960186,0.11529682274606433,0.9426564106871154
2022-03-04,FCX,Basic Materials,0.38158257513096205,0.655264564404062,-0.29777891385680766,0.39748143364546334,0.16231307447924206,-0.09415585579293259,1.788483547925608,-0.17521452803831572,-0.43524246657353816,1.0913725246253023,0.1307545405251305,-0.6655200533871446,-0.01877488592513229,0.9408051592252809,-0.10572143531795691,-0.3049009700254812,-0.48387732679630513,1.0981483542030464,0.3298917157942975,0.26851257948902224,-0.8874246465203871,1.865737879245738,0.26543916510948934,-0.11940477687856596,0.714020034998672,-0.3094560335156824,1.0655885221776136
2022-03-04,GOOG,Technology,-0.0838793778905691,0.410304723539731,-0.20548763617512922,0.3229675358579809,0.08011998425856132,-0.06608876441532438,0.4277346156138852,-0.13289232678887708,-0.1774269236009144,0.41003858460540876,0.4911206075185217,-0.32813623482909315,-0.6068739373791336,0.37318652325908547,0.5171041617770468,-0.13783335549966283,-0.4706126621524747,0.7550129730689987,0.6701730304174885,0.9881708420191238,0.6362224017482941,-0.17913427875425736,0.07931387938393455,-0.01731545755900997,0.7125930017432436,0.8121966218837089,-0.0499101996851614
2022-03-04,REGN,Health Care,-0.08189419163891976,0.5051438535309503,-1.1272844251575744,0.5349860982391103,0.07591896659133346,-0.2392068634892061,0.3551638890072887,0.01602166309376063,-0.06413500749504353,0.6738251623439366,1.6747627764018294,-3.697894769044152,-3.4211562261939874,0.3441746451128885,0.18521053355594086,-1.168308065344085,-0.8470877394385299,1.7313552712216402,0.6883207295752608,0.9721641350306084,0.7762260203421553,-0.17041293844257277,-0.9620507567328529,-0.6020676639186868,1.2098380003984506,0.8741950776863818,-0.5662318475877128
2022-03-04,IP,Basic Materials,-0.29999999999999993,-0.029204046573773623,-0.14456613909768545,,,,,0.11561241411987688,-0.03032456763800051,-0.8124158428555435,-0.7164730067689767,-0.10542908597854163,0.5487030497208317,,,,,,,,,-1.128597580861724,-0.45892246441704254,-0.0838849785240725,,,-0.7937600226393833
2022-03-04,DECK,Consumer Discretionary,-0.39611644755286024,0.10205713893365775,-0.05571841136504729,0.24701789599175586,-0.05792504579764232,-0.02923200038342455,,0.10183986121631206,0.29222762479536746,-0.44732456757588684,-0.47529794498929895,0.21936634871067068,0.42825645512860694,-0.5801409578227638,-0.657164146389433,0.08155423843046447,0.3062535160504411,0.40526602120750665,,0.49367923202347247,,-1.5508573300224013,-0.18163623456437886,-0.09948803004992098,0.40526602120750665,0.49367923202347247,-0.8662467822933901
2022-03-04,ACGL,Finance,0.16182782125725836,-0.09163442375614417,-0.2130048540009044,,,,2.3288098476468444,0.015210777922642249,-0.011299435028248705,-0.986060366433393,-0.914253359597436,-0.35561648777065763,-1.6584511643644664,,,,,,0.19477278295613665,,0.8034009398848125,0.9003090727291041,-0.6708384271020253,-1.286352261980951,0.19477278295613665,0.8034009398848125,0.11473532281353938
2022-03-04,CNP,Utilities,0.12495149398525407,0.08074534161490687,-0.014401529394033163,0.15977011494252874,-0.027807524809024042,-0.05033842003520428,,0.0924456709210073,0.09624008278716811,-0.5066014302030633,-0.46333548067610014,0.37040605430855233,-0.20199133571278335,-0.3721518660834998,0.19751218824375302,-0.0440804108804676,-0.17318912419782387,0.0034912987414956274,,0.16881191956599803,,0.7383036189249575,-0.1381069132146196,-0.16025093808573856,0.0034912987414956274,0.16881191956599803,0.30009835285516895
2022-03-04,SNAP,Technology,-0.5523538961038961,0.5728913106261089,-0.5895895880919586,-0.1693947657594445,0.07794855969571177,-0.40995283912093716,0.988383100696328,-0.23068509580453356,-0.4042986042047526,0.8622586692653331,1.1181199642300532,-1.7322752445876175,-2.7050039388389524,0.35819084606579715,0.4969977207261424,-2.184662858040375,-2.621466707022116,-1.512308037346771,0.5299721461726276,-1.1461793253766217,0.4303234098519294,-2.237241268612955,-0.6741221468242156,-0.9278382402262182,-0.4911679455870717,-0.35792795776234615,-1.4556817077185853
2022-03-04,CSCO,Telecommunications,-0.050730724004703576,0.0635451505016722,-0.01785312261426375,0.27413522012578617,0.004653614774615622,-0.046416651744147525,1.3866214300182298,-0.19925676871350195,-0.21093611750132713,-0.5544422270411288,-0.38097718936875147,0.3577882671242965,0.6386894464798919,-0.14797793950520777,0.14429968491674397,-0.02073632921931753,-0.1918688545028522,0.5301408919142316,0.4303850298301717,1.2100442416629908,-0.8895442726096987,-0.03350527735819867,-0.09134205716033938,0.05253577188125804,0.48026296087220166,0.16024998452664607,-0.062423667259269025
2022-03-04,PODD,Health Care,-0.13254888962545575,0.1777777777777778,0.014719890018166648,0.12227866473149492,0.020569263022093207,0.04216535691794923,2.6829049074240516,-0.1877650834893584,-0.028122731267433365,-0.23671436705301424,-0.024913057251284468,0.476863521687065,0.7397862678543593,-0.038065798174403656,-0.05546882694147919,0.5065425639861466,0.22067023386644083,-0.1691562668726653,0.1062245360448813,-0.043798492477852086,-0.3303755948161045,-0.3929496697740258,0.1771564801114484,0.22001865438200913,-0.031465865413892,-0.1870870436469783,-0.10789659483128869
2022-03-04,MMM,Health Care,-0.24711375647801326,0.07089820359281429,-0.17631472840272644,0.19995526727801385,-0.028667487213004106,-0.006416034512195079,2.123820284460986,-0.005179581544333067,-0.1709261909629931,-0.5339903659683664,-0.5798289230305053,-0.2214905444677274,-0.4205562529786171,-0.3780906948271179,-0.2695669845717221,0.2173648552102935,0.036312417807968206,0.18854332221627407,0.246034346635202,0.14741813899490178,-0.06458831784408156,-0.8962572011222102,-0.22905168751322955,-0.3084099356932191,0.21728883442573804,0.04141491057541011,-0.5626544443177198
2022-03-04,MOD,Consumer Discretionary,-0.23801787164906574,0.03696056163534989,-0.0009674834448407665,0.15810434090003983,0.38255199731135514,0.42239528251658676,2.193863319386332,0.24946695095948823,0.5767590618336884,-0.6283848888757767,-0.6313528920961496,0.41951610928748156,0.5542222231718131,2.4617568186528977,1.7360422553065635,2.5021891831064105,0.8635608863779656,-0.004179565727074095,0.22851874516116405,-0.10473589052436527,0.31689514810398145,-0.856297067929049,1.1887693055427533,0.6306181181900481,0.11216958971704498,0.10607962878980809,0.16623611880685213
2022-03-04,CARR,Industrials,-0.22306629834254144,0.06777289084366256,-0.30181421892471616,0.15502714847406854,-0.06108640610410018,-0.09374127696483117,2.689314914011841,-0.12022222222222212,-0.12044444444444447,-0.5426831445138639,-0.5679520967993167,-0.6802716817864544,-1.1176094499628588,-0.6019730488188726,-0.9151410305818464,-0.30243321535464734,-0.4360742299951342,-0.018349990671423774,0.1046215912130741,-0.23757238194110133,-0.6396247177484138,-0.7906116649131054,-0.5318402726184596,-0.7591942018347889,0.04313580027082516,-0.43859854984475755,-0.6612259687657824
2022-03-04,ORLY,Consumer Discretionary,0.16458484502954285,0.16357622191671095,0.07879982258486606,0.2053417704366985,0.016471189446283202,0.025632663883865675,,-0.06301875876187724,0.0424575535726206,-0.2762147275002284,-0.32781926578027887,0.7111167781742419,0.7377433131415261,-0.06636675299852461,-0.25295341796836995,0.40813273769771524,0.5445266819501813,0.21334808843057748,,0.21318629980832227,,0.9124212574399947,0.19416700884330101,0.17537432783576462,0.21334808843057748,0.21318629980832227,0.5532941331416479
2022-03-04,HUBS,Technology,-0.3292957334891876,0.4851894826718042,-0.041214194983297814,-0.04400713453912941,0.023689955900260212,0.01019120399204379,1.4889637090452152,-0.22856893884931262,-0.31298607934121947,0.6183238602933284,0.7799063963386238,0.27238856306276793,0.2904582258332478,-0.01651455305125971,-0.0054132022146849606,0.3162184087701047,0.17523869406891052,-0.934899877180629,0.4047923841760811,-0.6026342350939339,0.24648443522819757,-1.2572998934167026,0.2976040697687353,0.31004752850652434,-0.2650537465022739,-0.17807489993286815,-0.4798479118239836
2022-03-04,LPLA,Finance,0.047190561887622495,0.383798956516499,-0.005178103598716399,,,,3.783862396013727,0.26058175800394623,0.39551906307682505,0.3363151586941794,0.7517818485568463,0.40412359179615565,0.15171281777187964,,,,,,-0.16909095578878758,,0.5792882770154795,0.39668350584297707,0.3702193752451675,0.45174733316436294,-0.16909095578878758,0.5792882770154795,0.3834514405440723
2022-03-04,CAH,Health Care,0.008026880716819118,0.09426831323270979,-0.031240454206174162,-0.020898871460941108,-0.031996341430368905,-0.05740840181250736,,-0.0033333333333332993,0.3146296296296296,-0.4689884912795857,-0.45849194425722717,0.3088489830853432,0.46062355841221364,-0.4010794848229404,-0.28404197635234196,-0.0861640373732847,-0.15719462664658623,-0.8284866724749154,,-0.396258889505256,,0.22462922576466537,-0.1618457575976169,-0.10977624721098543,-0.8284866724749154,-0.396258889505256,0.031391734083524234
2022-03-04,SPGI,Finance,-0.09312416555407199,0.1305525460455037,0.046661655669796076,0.518926689027312,0.007550741031645658,0.02830070962858633,4.6702755905511815,-0.1757330388909336,-0.14702490491964182,-0.3680671352903324,-0.135655705662455,0.5936311636326321,0.6032353714801155,-0.12797062684885174,0.3075510216349682,0.424014113933653,0.6497826677769833,1.6574019327934935,-0.3907555406171735,0.7606183833744273,0.44275958487080863,-0.21974857338564782,0.13040187885677523,0.356228338807403,0.63332319608816,0.601688984122618,-0.044673347264436294
2022-03-04,PLD,Real Estate,0.08933342962374535,0.14900723913432645,0.05639687666684723,0.9460082850975507,0.5120560524089055,0.3788405380222669,0.6205788378709549,-0.15420312914346335,-0.1919252187748608,-0.3167370531442169,-0.27316732736048305,0.6292196408646866,0.4380882251838933,3.3561010379686333,,2.5021891831064105,,2.269095873492563,0.6219486416938164,,0.6250583048478564,0.5818259784606855,1.5426932021988784,0.08246044891170512,1.4455222575931896,0.6250583048478564,1.062259590329782
2022-03-04,COR,Health Care,0.17858857417186758,0.1354287969683312,-0.04176955238763025,0.010806940470554418,0.00038683599911878107,-0.0023125131064752336,,-0.0018329938900204512,0.002783435166327175,-0.35450427844794996,-0.24478782312631367,0.2703583755256052,0.39666991259158535,-0.17744395838847943,-0.14322889277631795,0.2417908109741383,0.05188455813242777,-0.6824818843170509,,-0.3182086355434094,,0.9739425818907353,-0.0049497625841714715,0.015134438705345374,-0.6824818843170509,-0.3182086355434094,0.48449640965328195
2022-03-04,MET,Finance,0.03762568926370413,0.5589123867069485,-0.027507366379471154,,,,10.253978838801459,0.03454204438887154,0.016880275085964458,0.8233775396994676,1.365422270587481,0.3224958136160649,-0.04277430746661605,,,,,,-1.7870674073128914,,-0.4172633779026198,0.35466301072731665,0.5729366766577663,0.6613239815604325,-1.7870674073128914,-0.4172633779026198,0.46379984369254146
2022-03-04,AIG,Finance,0.040738728951656755,0.25574796986596215,0.11898764632402936,0.28944292948967665,-0.08234065333000834,-0.06817201284296165,7.993207592940748,-0.0033054975643701523,-0.08820459290187888,-0.019847234905534136,0.30305977507444304,0.8580290517199843,1.2331923091758739,-0.7487531100924754,-0.12169446996175061,-0.15023376210352232,-0.22687670335380455,0.6006326638229905,-1.2217182871803025,0.1492992223770814,-0.0690508926443141,0.36833924815836794,-0.015201263845386857,0.2969202277336904,-0.310542811678656,0.04012416486638365,0.17656899215649055
2022-03-04,BX,Finance,-0.05579800498753118,1.052250026212553,-0.05077417542897589,,,,2.068405318833611,0.0015681743149553729,-0.22565203037306047,2.1955521643173403,3.0780004875805242,0.23744070245097937,-0.24542742906502818,,,,,,0.2598919194068722,,0.8435094242423496,-0.055766907403968925,1.21649643338416,1.416286529257748,0.2598919194068722,0.8435094242423496,0.5803647629900955
2022-03-04,WEC,Utilities,-0.022623966942148743,0.05784373107207763,-0.02448338199049105,0.22330375035785857,-0.000923990405315267,-0.002181342806223119,,0.10115209808688297,0.08878554064052424,-0.5703002164567207,-0.5112906418902385,0.3335504162398682,-0.24516801466350546,-0.18649641637096462,0.3224092682309724,0.24257159402233258,0.12920772119589333,0.29606273642480385,,0.43993275254276965,,0.08997361193832235,-0.04516865564137114,-0.07621041678171958,0.29606273642480385,0.43993275254276965,0.022402478148475603
2022-03-04,CL,Consumer Discretionary,-0.014773306164034605,0.0628461353238623,-0.030302440503697348,0.21907566832804712,-0.026048338414067007,-0.017100321340623004,23.101806239737275,0.020294725956566895,0.010470527404343288,-0.5563864753862879,-0.5692978348190246,0.3122780248404367,0.4867311223484866,-0.3600030713461953,-0.4839711471881446,0.15376730285546925,0.35894049795057886,0.2765924821253557,-4.126514094082321,0.3056195871876568,-3.249168789038128,0.12446321424170456,-0.11258605475914432,-0.051899340427025945,-1.9249608059784826,-1.4717746009252355,0.00593857974128012
2022-03-04,PPG,Consumer Discretionary,-0.2186219504507344,0.18643147896879242,-0.25933966530981456,0.1253430924062214,-0.058917423197577784,-0.07531444702544465,2.376710149538657,0.012182331585316675,-0.0015328761597418472,-0.21264486934504376,-0.2730287364098697,-0.5249999437618652,-0.04021610994744787,-0.5869942335008367,-0.6625559459930194,-0.19274865702872584,0.10612086964789533,-0.15504462341624634,0.18279439567869596,-0.3252290033239352,0.28565218301805306,-0.7710867108208818,-0.37934692590911784,-0.21741998067561039,0.013874886131224812,-0.019788410152941055,-0.5752168183649998
2022-03-04,TTWO,Technology,-0.0248102203295687,0.04920843453685664,0.02893123996091118,0.17061240938298503,-0.033893630303896805,0.0797809752144604,0.7344269378845236,-0.1964432630846149,-0.24922473261185996,-0.594318523256817,-0.9014121036542608,0.5288151213505262,0.6736227496984138,-0.4141820037759847,-0.5386120069634802,0.7304471906951854,0.7644451274422144,0.05341990193716036,0.5934787452859939,0.3277238731360803,0.5235891892130036,0.0803689414529101,0.06269044625322748,-0.0004890583692782058,0.32344932361157713,0.42565653117454194,0.07152969385306879
2022-03-04,PEG,Utilities,0.04514533085961636,-0.19704641350210972,-0.11119275496552439,-1.158696794534945,-1.4257854021298817,-1.0703651454726726,,0.013313609467455745,-0.05310650887573953,-1.2711498864915223,-1.032818713727884,0.01657203980009122,-0.6165107538220579,-2.388548734872947,-4.078713218229911,-3.6796994127600713,-3.915932708995614,-3.1891692653206567,,-3.9553812472534817,,0.38769837621272785,-1.8307064985811123,-2.4109938486938667,-3.1891692653206567,-3.9553812472534817,-0.7215040611841923
2022-03-04,VRSN,Technology,-0.011927437641723326,0.05147556145577403,0.0036330853531545415,0.6621100879003835,0.012023105117626498,0.023236860854484398,,-0.18437600403910592,-0.16716390508101164,-0.5880127120236742,-0.8926691492370591,0.4363341391988262,0.5354333525885641,-0.09708485293266549,-0.11344313405025656,0.39387186928041334,0.2856943661584683,2.269095873492563,,1.6325898341339593,,0.13696571260666485,0.03627711088072495,-0.04624614113507082,2.269095873492563,1.6325898341339593,0.08662141174369489
2022-03-04,GH,Health Care,-0.5589064046911888,0.2710241521275598,-0.11739824931963994,-1.1319807130271473,-0.13623180932721835,0.10053400681977198,2.417801412392152,-0.3434046961325967,-0.08304558011049723,0.022642102987695582,0.45921960277911317,-0.006113022470398492,-0.06269809918969547,-1.1209209453161848,-0.7372932882257625,0.8539783196544335,0.4421689704280432,-3.1891692653206567,0.17251873893461178,-2.817041011411765,-0.20434612956831913,-2.2660278155868405,-0.06260338628611356,0.025349296447924607,-1.5083252631930224,-1.5106935704900422,-1.164315600936477
2022-03-04,PINS,Technology,-0.5748945147679325,0.42997993746272156,-0.8204558663429924,0.1555443554757857,0.37477050184193605,-0.12495398825413429,0.1640464494694023,-0.19520264681555,-0.08726220016542596,0.4647634365467924,0.5669961560120937,-2.576239576745543,-2.9823707538807094,2.408018458989454,2.5781640979482123,-0.4882249366210398,-0.9690159185295247,-0.01596826018987549,0.736113303230187,0.2624050961429784,0.7302315855078767,-2.3181291962667205,-0.04792065445758402,-0.20155660461248207,0.36007252152015573,0.4963183408254276,-1.1830249253621523
2022-03-04,VICI,Real Estate,-0.12026515151515149,0.10614067886931666,-0.3533284217968278,,,,0.44681857058334024,0.12630068173663433,0.17222820236813785,-0.43596656561207925,-0.6656395648289593,-0.8685891361716094,-2.3339300526682307,,,,,,0.6654007222193968,,0.6643272195048096,-0.3389846273148783,-0.6522778508918443,-1.499784808748595,0.6654007222193968,0.6643272195048096,-0.49563123910336127
2022-03-04,DLR,Real Estate,-0.17119047619047612,0.10585672627621823,0.004956923155356563,0.16270332952090483,0.021776707434531473,0.005861420964776959,0.9911805715082972,-0.0341137604136742,-0.15053145647802357,-0.4367563544131822,-0.6682393421112827,0.44117361551855955,0.05580862330468944,-0.029727287618917006,,0.29044564478655405,,0.016998707858243006,0.5292725850538106,,0.520365729862958,-0.5627102785516496,0.06628390456825359,-0.3062153594032966,0.2731356464560268,0.520365729862958,-0.24821318699169798
2022-03-04,NTAP,Technology,-0.10473537604456828,0.09795918367346945,-0.007973019716360996,0.19888475836431227,0.02337455428267962,-0.035833835872525255,9.770975056689343,-0.11499688861232105,-0.1128811449906657,-0.45872266447861837,-0.713409582070963,0.3939063806359338,0.47203581679130197,-0.018692690355404783,-0.008333683146761176,0.04225722358068654,-0.21444859916552084,0.18361364473304762,-1.6662830671290898,0.45028218554695704,-2.795096578057557,-0.2707590607059617,-0.010312937654350703,-0.11603901189798577,-0.7413347111980211,-1.1724071962553,-0.1405359991801562
2022-03-04,ETN,Technology,-0.10914173556176765,0.08771542200618643,-0.26472233732991324,,,,,-0.06295900654292963,-0.08332220590198947,-0.4872147735229747,-0.75291365242998,-0.5446770626164781,-0.9304393423455475,,,,,,,,,-0.290117123886783,-0.5159459180697263,-0.8416764973877637,,,-0.4030315209782547
2022-03-04,BBY,Consumer Discretionary,-0.08739033201445046,0.004808909136927442,-0.19085203939990403,0.056255247691015954,0.008925457764415091,-0.0010217598261899954,,-0.2423185673892554,-0.3295004712535343,-0.7178118414636218,-0.7084295163715949,-0.2746337408671786,0.11735375648058265,-0.11847694757971343,-0.29395099922496776,0.2494739395383852,0.4287684975623751,-0.4731931115773952,,-0.7902110976645489,,-0.1945586379082872,-0.21536214759303218,-0.1140645653884012,-0.4731931115773952,-0.7902110976645489,-0.2049603927506597
2022-03-04,SWKS,Technology,-0.2585256725050473,0.00026490066225171027,-0.5149359679588124,0.2952198093220339,-0.0827272105455158,-0.18690839280849772,0.6157061977428668,-0.21473250423136359,-0.27588490691000067,-0.7304505955818908,-1.0901580808255686,-1.4593683777374775,-2.297213769230923,-0.7514226420300156,-0.990789586250057,-0.8570046736807422,-1.4935748170287402,0.62723510876145,0.6231671386178996,0.8678867248511374,0.5671895580051584,-0.946392145990704,-0.9495615722575316,-1.4679340633338223,0.6252011236896748,0.7175381414281479,-0.9479768591241178
2022-03-04,AXON,Industrials,-0.24465467271832453,0.39381285973492264,-0.15507960021453182,0.012457487208445228,0.045195618209034026,0.37656674971446724,0.611119541078915,-0.253674075146601,-0.16180409758922754,0.36416793697290645,0.7680409748208138,-0.14386253003700852,-0.39957687242919143,0.13200175984659,0.3138252733016333,2.497046041421517,3.3997620586613504,-0.6748811413576501,0.6243141199031859,-1.2984898901678432,0.7841328172560118,-0.8854539294869348,0.7123383020510012,1.0205128585886516,-0.025283510727232117,-0.2571785364559157,-0.08655781371796678
2022-03-04,FIVE,Consumer Discretionary,-0.20368202617856768,0.27492058563113964,-0.24242000717353518,0.06985822314015584,0.018980573721548752,-0.03651409195721507,1.732595918312043,-0.125684885741013,-0.1325671522116798,0.033479685105859525,-0.06089526591350276,-0.46314774045394663,-0.0012889572374326582,-0.04903715417681171,-0.23931939411665534,0.03820804157579704,0.2746279326839654,-0.41055161376432775,0.3438674872422822,-0.6986589579259513,0.39571172531800913,-0.7054524844604537,-0.11012429198727544,-0.006718921145906345,-0.033342063261022764,-0.1514736163039711,-0.4077883882238646
2022-03-04,CMI,Industrials,-0.1474026248048277,0.1660805001953889,-0.42036809793545227,0.11159517426273459,-0.019315337655983658,-0.052362837415112676,1.6885768232239793,0.04444664422886557,0.05360324688180573,-0.2692493009205187,-0.16512331041439254,-1.113662153890101,-1.6977421280653926,-0.3135055288398664,-0.4321314536406058,-0.056130629334372996,-0.09859132307247562,-0.2183535801617289,0.35487530447396104,-0.560766962391205,0.045974151290713285,-0.4582052493405854,-0.4381369032462148,-0.5983970537982167,0.06826086215611607,-0.2573964055502459,-0.4481710762934001
2022-03-04,AAPL,Technology,0.061958997722095566,0.11222283042740866,-0.25217358408209956,0.3347291137197951,0.03381112271126124,-0.04311849560118847,4.299324361897347,-0.10902739474168044,-0.045106330820616436,-0.4190496037531431,-0.658403215928785,-0.4988033203166615,-0.8618926569179887,0.05338138204768895,0.08830437256705624,-0.001104260056018305,-0.2761267495842878,0.8091748626249813,-0.2979920860591226,1.0391563167310096,-0.7856247038919654,0.46156434746512026,-0.21639395051953347,-0.4270295624660013,0.2555913882829294,0.12676580641952212,0.1225851984727934
2022-03-04,MCHP,Technology,-0.13278300377551677,0.29982989423859174,0.03995971478078353,0.2930298719772404,0.11138650240398398,0.03179057234782942,,0.051357733175914744,-0.0481109799291618,0.10276270438282888,0.06508517528553845,0.5691312708401167,0.7338650207268328,0.5891104936739567,0.8066184349015013,0.44478730456044085,0.3581173925970806,0.6171504801515152,,0.8583935261982518,,-0.39397818242505117,0.42644794336433584,0.4909215058777383,0.6171504801515152,0.8583935261982518,0.016234880469642332
2022-03-04,ENTG,Industrials,-0.039316098125051546,0.2272244268673902,0.022424712945808167,0.46455941713213394,0.01851096989356471,-7.593302225356036e-06,,-0.0398074112286132,-0.2083225861920729,-0.09918292464950026,0.08542223675650462,0.5050295916119737,0.4690244203141145,-0.052280199103935485,0.005263841369628442,0.2555107026504292,0.32841849576403065,1.4070414615673565,,2.065780240666741,,0.016641572462213875,0.15226929262724176,0.22203224855106957,1.4070414615673565,2.065780240666741,0.08445543254472782
2022-03-04,RBLX,Technology,-0.5001182033096927,1.0218646045872797,-0.24419392070315116,-0.15205286883314748,0.052453430935821305,0.0027275753129083202,6.784469329721947,-0.29061243792858826,-0.10286119650035475,2.1110378253054245,2.671024465270231,-0.4696325322506089,-0.8183043047803064,0.1821236101020818,0.260923987258169,0.27179162359476433,0.11204523967457376,-1.4324488622387428,-0.9194501497769637,-1.0710036255189952,-1.6982978978918846,-2.0077588949080383,0.5238301316879154,0.5564223468556668,-1.1759495060078533,-1.3846507617054398,-0.7419643816100614
2022-03-04,DAL,Consumer Discretionary,-0.15433610975012246,1.9895493141737428,-1.8646741190687641,0.24087830456630982,,,,0.11645422943221306,-0.10370799536500586,3.8890020244134127,3.737167041494584,-4.345916229795903,-3.5845710500849566,,,,,0.3769932948258294,,0.4523579244741104,,-0.48866550550225185,-0.2284571026912452,0.07629799570481377,0.3769932948258294,0.4523579244741104,-0.3585613040967485
2022-03-04,MPC,Energy,0.34248704663212437,0.8566750919117647,-0.11450435430761763,0.04145911327001021,0.10217832282883374,0.13488901122124347,1.9763412958864381,0.35880612376173926,0.27531197735751944,1.6515779353738775,0.034993321316868164,0.004466020037060571,0.503281216314518,0.5255195723915804,-0.1331676217444281,1.0584743450942788,0.8332844518471518,-0.5413290885510128,0.2829142904071876,0.19475340260827811,-1.1881525096795633,1.6939830081749536,0.8100094682241994,0.30959784193352746,-0.12920739907191262,-0.4966995535356426,1.2519962381995766
