as_of,field,attention,character,trend_21d,vol_pctile,disp_pctile,coh_pctile,fwd_ret_21,fwd_ret_63,fwd_vol_21,fwd_disp_21,fwd_ret_21_dm,fwd_ret_63_dm
2024-08-13,Business Services [sub],0.57,VOLATILE,0.016,0.996031746031746,0.996031746031746,0.28125,0.05677429287162461,0.2222591895542505,0.18402481801186948,0.02275602749688576,0.032093604666698416,0.07634392459803424
2024-08-13,Medical/Dental Instruments [sub],0.745,STRESS,-0.0216,0.9166666666666666,0.9484126984126984,0.15625,0.09297251178692933,0.17463408951010084,0.22413802151027065,0.026718486281774652,0.06829182358200314,0.02871882455388458
2024-08-13,Property-Casualty Insurers [sub],0.399,VOLATILE,0.0141,0.9761904761904762,0.7976190476190477,0.625,0.030144685571745766,0.16675451539285135,0.15384552738574336,0.013100695163943651,0.005463997366819573,0.020839250436635093
2024-08-13,Investment Managers [sub],0.639,VOLATILE,-0.0154,0.9920634920634921,0.9841269841269841,0.40625,0.019213758913252166,0.18002747918718676,0.1387284640729519,0.011911870246203207,-0.0054669292916740275,0.034112214230970495
2024-08-13,Precious Metals [sub],0.418,MIXED,-0.0554,0.8055555555555556,0.36507936507936506,0.71875,0.08672505339255587,0.07696462970215245,0.4089687185977708,0.02611667849070388,0.06204436518762968,-0.06895063525406381
2024-08-13,Telecommunications Equipment [sub],0.672,MOMENTUM,0.0398,1.0,1.0,0.40625,0.05635077281041889,0.1604444408475152,0.19609552074700173,0.03247021914151232,0.0316700846054927,0.014529175891298929
2024-08-13,Major Chemicals [sub],0.64,STRESS,-0.0717,0.9801587301587301,0.9444444444444444,0.5,0.010401276388600778,0.15674402224647555,0.24685338214621186,0.019314195536192832,-0.014279411816325416,0.010828757290259283
2024-08-13,Computer Software: Programming Data Processing [sub],0.644,STRESS,-0.0879,0.9325396825396826,0.6071428571428571,0.125,0.053502498076046345,0.31811162691969574,0.26100001993802824,0.028256923174172256,0.028821809871120152,0.17219636196347948
2024-08-13,Investment Bankers/Brokers/Service [sub],0.761,STRESS,-0.0207,1.0,0.9801587301587301,0.34375,0.012725038974807479,0.20330023874745073,0.12808767408571753,0.013284601028868743,-0.011955649230118714,0.05738497379123447
2024-08-13,Marine Transportation [sub],0.712,STRESS,-0.0527,0.9880952380952381,0.2896825396825397,0.875,-0.009856965030788922,-0.015684375838209363,0.23558116229444093,0.016245033590221617,-0.034537653235715116,-0.16159964079442563
2024-08-13,Electric Utilities: Central [sub],0.486,MIXED,0.0405,0.7301587301587301,0.996031746031746,0.21875,0.041003948170917015,0.09526986698576301,0.11162682598425927,0.016415939956749805,0.016323259965990822,-0.050645397970453254
2024-08-13,Metal Fabrications [sub],0.583,STRESS,-0.058,0.9722222222222222,0.7103174603174603,0.5,0.03570038369426465,0.28126689052669485,0.27516011475716684,0.02608262891668057,0.011019695489338455,0.13535162557047858
2024-08-13,Restaurants [sub],0.754,VOLATILE,0.0185,0.996031746031746,1.0,0.21875,0.028273494948495514,0.18569328058611,0.2271697052716474,0.02044877513743327,0.003592806743569321,0.03977801562989375
2024-08-13,Medical Specialities [sub],0.883,MOMENTUM,0.157,0.996031746031746,1.0,0.09375,0.025836158921985986,0.01966935009974069,0.19584310066623864,0.02645568038578041,0.0011554707170597922,-0.12624591485647557
2024-08-13,Commercial Banks [sub],0.489,VOLATILE,0.0014,1.0,0.7579365079365079,0.21875,0.05055479232855631,0.12054763950016412,0.18277147433048868,0.015704780599652964,0.025874104123630115,-0.025367625456052145
2024-08-13,Military/Government/Technical [sub],0.744,STRESS,-0.0203,0.9761904761904762,1.0,0.5625,0.03833197028553381,0.27660530018861684,0.2740635201540719,0.021070647139313475,0.013651282080607618,0.13069003523240058
2024-08-13,Electrical Products [sub],0.721,STRESS,-0.0685,0.9801587301587301,0.9761904761904762,0.625,-0.00978957873640418,0.16801922660375368,0.29967415718178825,0.01842793180649364,-0.034470266941330374,0.022103961647537418
2024-08-13,Real Estate [sub],0.306,MIXED,0.0014,0.7698412698412699,0.5396825396825397,0.46875,0.06551996320202513,0.15221027967794099,0.16956867552029534,0.015193305856875528,0.04083927499709894,0.006295014721724723
2024-08-13,Hotels/Resorts [sub],0.739,STRESS,-0.0651,0.9801587301587301,0.8650793650793651,0.40625,0.03556655440409151,0.19238402151623624,0.1833557215883425,0.013569835148427556,0.010885866199165317,0.046468756560019975
2024-08-13,Industrial Specialties [sub],0.636,VOLATILE,0.0163,0.996031746031746,0.9920634920634921,0.40625,0.019609190300084567,0.08751882098162089,0.21331571141334293,0.016007666826837318,-0.0050714979048416264,-0.05839644397459537
2024-08-13,Auto Parts:O.E.M. [sub],0.56,STRESS,-0.0493,0.9722222222222222,0.8333333333333334,0.5625,0.0005576123484101192,0.12293969723698273,0.272356962220287,0.016186834701178827,-0.024123075856516074,-0.022975567719233536
2024-08-13,Other Consumer Services [sub],0.553,VOLATILE,-0.0095,0.996031746031746,0.7857142857142857,0.71875,-0.002689728004116043,0.14585309804751279,0.17190116772376274,0.016412583854726437,-0.027370416209042236,-6.216690870347596e-05
2024-08-13,Natural Gas Distribution [sub],0.895,STRESS,-0.0258,0.996031746031746,0.9642857142857143,0.15625,0.03257851070228934,0.14027556578545597,0.133722911988544,0.011961751462110589,0.00789782249736315,-0.005639699170760293
2024-08-13,Services-Misc. Amusement & Recreation [sub],0.411,MIXED,-0.0624,0.8412698412698413,0.6150793650793651,0.4375,0.027472082422001165,0.17267371687222433,0.17505284948036579,0.018737430675462498,0.0027913942170749717,0.026758451916008064
2024-08-13,Packaged Foods [sub],0.555,MIXED,0.0104,0.8412698412698413,1.0,0.21875,0.013312289016991219,0.01700992792700684,0.10939927119129582,0.012687257454093315,-0.011368399187934974,-0.12890533702920942
2024-08-13,Diversified Commercial Services [sub],0.684,VOLATILE,-0.0069,0.9801587301587301,0.9801587301587301,0.25,-0.0009309353067616932,0.14740539464273916,0.19876239405825677,0.01672391839552124,-0.025611623511687887,0.0014901296865229008
2024-08-13,Homebuilding [sub],0.668,VOLATILE,0.0131,0.9563492063492064,0.9166666666666666,0.8125,0.07045743962597162,0.1454476399100919,0.2864238742509622,0.013553970412371334,0.045776751421045425,-0.00046762504612435363
2024-08-13,Professional Services [sub],0.606,STRESS,-0.0394,0.9682539682539683,0.8849206349206349,0.40625,0.03750748431685902,0.07902513104607034,0.19310586473285396,0.019643225841485694,0.012826796111932826,-0.06689013391014592
2024-08-13,Medical/Nursing Services [sub],0.413,VOLATILE,-0.013,0.9841269841269841,0.5793650793650794,0.34375,0.05529784481060007,0.2925537538189036,0.2306640746272145,0.029765045695893378,0.03061715660567388,0.14663848886268732
2024-08-13,Specialty Insurers [sub],0.644,VOLATILE,0.0745,0.9801587301587301,0.9444444444444444,0.4375,0.04349505846816282,0.11492200424191301,0.1203583104473507,0.010577081808051,0.018814370263236624,-0.03099326071430325
2024-08-13,Beverages (Production/Distribution) [sub],0.354,VOLATILE,-0.0081,0.8650793650793651,0.5595238095238095,0.3125,-0.0045339349768247494,-0.022490739032848706,0.10118642984110965,0.015736476804742112,-0.029214623181750943,-0.16840600398906497
2024-08-13,Aerospace [sub],0.465,STRESS,-0.0727,0.9920634920634921,0.4880952380952381,0.28125,0.051731430963215086,0.17876022409448433,0.2513048841666798,0.02326340998058408,0.027050742758288893,0.03284495913826807
2024-08-13,Other Specialty Stores [sub],0.504,STRESS,-0.0704,0.9206349206349206,0.6071428571428571,0.40625,0.013496853098887485,0.07454273528285604,0.2716167623445172,0.022813081569542877,-0.011183835106038709,-0.07137252967336022
2024-08-13,Integrated oil Companies [sub],0.724,DISPERSION,-0.0159,0.9880952380952381,0.9444444444444444,0.09375,-0.08993338254834349,-0.032267559310125926,0.22097221635503198,0.019915201077024273,-0.11461407075326968,-0.1781828242663422
2024-08-13,Electronic Components [sub],0.555,STRESS,-0.1085,1.0,0.5436507936507936,0.4375,-0.051298550434985324,0.08712106778269679,0.338100372584623,0.02913340683230563,-0.07597923863991152,-0.05879419717351947
2024-08-13,Finance/Investors Services [sub],0.396,STRESS,-0.037,0.9206349206349206,0.5595238095238095,0.4375,0.0320525687316604,0.039846675988095326,0.08915328549209804,0.007655054942270784,0.007371880526734209,-0.10606858896812094
2024-08-13,Air Freight/Delivery Services [sub],0.829,STRESS,-0.2032,1.0,1.0,0.03125,0.13747446278765918,0.4796125748715965,0.23474864929426326,0.016862188074888564,0.11279377458273299,0.3336973099153802
2024-08-13,Retail-Auto Dealers and Gas Stations [sub],0.369,MIXED,0.0068,0.8492063492063492,0.8134920634920635,0.5625,-0.01093832080159296,0.18111661892501285,0.2618155780072432,0.014219743572496996,-0.03561900900651915,0.03520135396879659
2024-08-13,Metal Mining [sub],0.637,STRESS,-0.1597,0.9087301587301587,0.3134920634920635,0.75,0.04829721174530621,0.20725810834132963,0.39113798755734897,0.026219784682148833,0.02361652354038002,0.061342843385113366
2024-08-13,Life Insurance [sub],0.542,STRESS,-0.0497,0.9920634920634921,0.6031746031746031,0.375,0.03194837818685703,0.17305532928913214,0.19053238468480238,0.011210785420768287,0.007267689981930836,0.02714006433291588
2024-08-13,Trusts Except Educational Religious and Charitable [sub],0.388,MIXED,-0.0055,0.8452380952380952,0.6706349206349206,0.375,0.019515668691819865,0.016851609177382487,0.047657832472676846,0.007919536283902195,-0.005165019513106328,-0.12906365577883377
2024-08-13,Apparel [sub],0.659,DISPERSION,-0.0166,0.9325396825396826,0.9682539682539683,0.09375,0.07619318532407693,0.09701752099806149,0.23070857188257046,0.02425822791399555,0.051512497119150735,-0.04889774395815477
2024-08-13,Containers/Packaging [sub],0.563,VOLATILE,-0.015,0.9722222222222222,0.9444444444444444,0.5,0.03442473707312699,0.09355010643400785,0.17214551919625462,0.013112228809999547,0.009744048868200794,-0.05236515852220841
2024-08-13,Cable & Other Pay Television Services [sub],0.486,VOLATILE,0.0195,0.8968253968253969,0.8134920634920635,0.34375,0.02527609292337818,0.13308913481678974,0.22784157602571029,0.01790551270537623,0.0005954047184519862,-0.012826130139426517
2024-08-13,Auto Manufacturing [sub],0.681,STRESS,-0.1314,0.9642857142857143,0.5952380952380952,0.25,0.056361080380933126,0.14684976881512157,0.27863646453246155,0.024641762647906233,0.03168039217600693,0.0009345038589053112
2024-08-13,Power Generation [sub],0.478,MIXED,0.0713,0.36507936507936506,0.8611111111111112,0.3125,0.04202356757274428,0.1012981626827536,0.08382604245959042,0.007841583739053536,0.017342879367818087,-0.04461710227346266
2024-08-13,Clothing/Shoe/Accessory Stores [sub],0.59,VOLATILE,0.0064,0.9404761904761905,0.32936507936507936,0.21875,-0.03744615820021879,0.040159663852038285,0.31293737053876186,0.02636682081882219,-0.062126846405144986,-0.10575560110417798
2024-08-13,Department/Specialty Retail Stores [sub],0.587,MIXED,-0.0834,0.7976190476190477,0.4642857142857143,0.0,0.01147160784234913,0.03912652410561246,0.24380532061779514,0.027399010156295273,-0.013209080362577064,-0.1067887408506038
2024-08-13,Mining & Quarrying of Nonmetallic Minerals (No Fuels) [sub],0.648,STRESS,-0.1065,0.9761904761904762,0.7301587301587301,0.75,0.055756631826756387,0.31994376664869395,0.3505641275717206,0.01898529117301868,0.031075943621830193,0.1740285016924777
2024-08-13,Steel/Iron Ore [sub],0.528,STRESS,-0.0702,0.9722222222222222,0.7857142857142857,0.5625,-0.022697347348744068,0.14542629826586317,0.24509048802002414,0.014797011589566042,-0.04737803555367026,-0.0004889666903530876
2024-08-13,Catalog/Specialty Distribution [sub],0.8,STRESS,-0.0737,0.9365079365079365,0.8809523809523809,0.0,0.036972770961712254,0.17109484122491203,0.31317620229341525,0.02840544597628015,0.01229208275678606,0.02517957626869577
2024-08-13,Home Furnishings [sub],0.415,MIXED,0.0089,0.8412698412698413,0.753968253968254,0.4375,0.045047783278548525,0.09654981295105491,0.2548243645705757,0.018767811448948547,0.020367095073622332,-0.04936545200516135
2024-08-13,Broadcasting [sub],0.602,DISPERSION,-0.0776,0.8373015873015873,0.8214285714285714,0.09375,-0.0009677712703866082,0.15173740815476933,0.18717100427697483,0.0198635802733862,-0.0256484594753128,0.005822143198553065
2024-08-13,Trucking Freight/Courier Services [sub],0.693,STRESS,-0.0294,0.9722222222222222,0.9007936507936508,0.21875,0.015558350413393818,0.14362937998674385,0.18647104172275297,0.0112175921412975,-0.009122337791532376,-0.002285884969472407
2024-08-13,Transportation Services [sub],0.696,STRESS,-0.0506,0.9404761904761905,0.8214285714285714,0.34375,0.014570956582539596,0.1832577848098058,0.29237752455010707,0.021300180619660054,-0.010109731622386597,0.03734251985358955
2024-08-13,Oilfield Services/Equipment [sub],0.565,STRESS,-0.057,0.9722222222222222,0.8968253968253969,0.5,-0.07489068002383359,0.029680716671115936,0.2935329087400231,0.014981689544293814,-0.09957136822875978,-0.11623454828510033
2024-08-13,Hospital/Nursing Management [sub],0.688,MOMENTUM,0.0935,0.9484126984126984,0.8452380952380952,0.3125,0.028720864048266792,0.038183619454452034,0.21216596108730315,0.01875076174262606,0.004040175843340599,-0.10773164550176423
2024-08-13,Package Goods/Cosmetics [sub],0.781,STRESS,-0.0217,0.9404761904761905,0.996031746031746,0.03125,-0.008167018270891946,0.0017564526984683582,0.1306147861394078,0.015497613367510696,-0.03284770647581814,-0.1441588122577479
2024-08-13,Radio And Television Broadcasting And Communications Equipment [sub],0.547,VOLATILE,0.0645,0.9841269841269841,0.9325396825396826,0.375,0.07549136696967151,0.25584537942504837,0.38193726542307566,0.042576055715018025,0.05081067876474532,0.10993011446883211
2024-08-13,Construction/Ag Equipment/Trucks [sub],0.557,STRESS,-0.0536,0.9722222222222222,0.8888888888888888,0.71875,0.0030638553368476096,0.09584326098735607,0.27612210239297946,0.013221566083506628,-0.021616832868078584,-0.05007200396886019
2024-08-13,Savings Institutions [sub],0.561,VOLATILE,-0.0027,0.8690476190476191,0.6190476190476191,0.90625,0.033752595777161165,0.23902963990714676,0.27664134728384193,0.009079553888503714,0.009071907572234972,0.0931143749509305
2024-08-13,Development Stage/Pre-Revenue [sub],0.395,MIXED,-0.2283,0.7261904761904762,0.5436507936507936,0.71875,0.012646889250452098,0.47297137489019403,0.4587268651240485,0.05083307969778648,-0.012033798954474095,0.32705610993397777
2024-08-13,Oil/Gas Transmission [sub],0.415,MIXED,0.0246,0.5952380952380952,0.9285714285714286,0.6875,0.009380140462985409,0.09989200653986918,0.09184631504443035,0.010445154464350723,-0.015300547741940784,-0.04602325841634708
2024-08-13,Biotechnology: Electromedical & Electrotherapeutic Apparatus [sub],0.544,DISPERSION,0.0602,0.9007936507936508,0.8214285714285714,0.15625,0.07006187739705871,0.08524246389446577,0.22973523705396057,0.02078415111524478,0.04538118919213252,-0.06067280106175049
2024-08-13,Finance Companies [sub],0.631,DISPERSION,0.0048,0.9047619047619048,0.9047619047619048,0.15625,-0.003520011279633195,0.04050167407664862,0.09554214435163133,0.009854825199096053,-0.02820069948455939,-0.10541359087956764
2024-08-13,Oil and Gas Field Machinery [sub],0.614,STRESS,-0.049,0.9722222222222222,0.9047619047619048,0.46875,-0.07891757416237188,0.05510885939984278,0.2979195862666124,0.011752442462829502,-0.10359826236729808,-0.09080640555637348
2024-08-13,RETAIL: Building Materials [sub],0.495,STRESS,-0.0538,0.8849206349206349,0.8293650793650794,0.5625,0.09041857289861799,0.12959442305852797,0.24447391286709277,0.02311266184488798,0.0657378846936918,-0.016320841897688287
2024-08-13,Biotechnology: Laboratory Analytical Instruments [sub],0.582,MOMENTUM,0.0596,0.9087301587301587,0.7420634920634921,0.40625,0.04545486207553551,0.04183002949391246,0.24522733083046858,0.019181229151871558,0.020774173870609314,-0.1040852354623038
2024-08-13,Consumer Electronics/Appliances [sub],0.665,STRESS,-0.0428,0.996031746031746,0.9722222222222222,0.25,0.03294104015161681,0.2039917617017506,0.19181757765034624,0.013421918419235807,0.008260351946690614,0.058076496745534334
2024-08-13,Engineering & Construction [sub],0.606,STRESS,-0.0201,0.9880952380952381,0.6150793650793651,1.0,0.10173993523786184,0.4784553583944413,0.38998116352194184,0.024124358490544652,0.07705924703293565,0.33254009343822505
2024-08-13,Biotechnology: In Vitro & In Vivo Diagnostic Substances [sub],0.671,MOMENTUM,0.1242,0.9484126984126984,0.8849206349206349,0.4375,0.08542451289812258,0.06216461194957157,0.27218304652685243,0.031514972981564505,0.06074382469319639,-0.08375065300664469
2024-08-13,Office Equipment/Supplies/Services [sub],0.593,VOLATILE,-0.0095,0.9246031746031746,0.8412698412698413,0.21875,0.006717432514077304,0.1238351824676287,0.2083109448079066,0.013076506987345148,-0.01796325569084889,-0.02208008248858756
2024-08-13,Farming/Seeds/Milling [sub],0.718,VOLATILE,0.0877,0.8849206349206349,0.8928571428571429,0.875,0.05180792693662739,0.17007033090994716,0.16419013030435645,0.014623374768912336,0.027127238731701198,0.024155065953730903
2024-08-13,Coal Mining [sub],0.535,MIXED,-0.1082,0.7261904761904762,0.21825396825396826,0.4375,-0.054107476845294045,0.18516695762451074,0.3444759319977804,0.015036928646997688,-0.07878816505022024,0.03925169266829448
2024-08-13,Computer Manufacturing [sub],0.814,STRESS,-0.0765,0.8888888888888888,0.7420634920634921,0.0,0.012217565890295656,0.03911913124720767,0.26353896869428795,0.029030128106824753,-0.012463122314630537,-0.10679613370900859
2024-08-13,Recreational Games/Products/Toys [sub],0.545,DISPERSION,-0.0179,0.753968253968254,0.8253968253968254,0.09375,0.07776322085734133,0.26528190683023345,0.2953499818670863,0.028178746839562684,0.05308253265241514,0.11936664187401719
2024-08-13,Shoe Manufacturing [sub],0.53,VOLATILE,0.0571,0.9365079365079365,0.21825396825396826,0.21875,-0.015413184976523442,0.06587479061429291,0.2873134986825433,0.021506925585904647,-0.040093873181449635,-0.08004047434192335
2024-08-13,Railroads [sub],0.623,DISPERSION,-0.0173,0.9325396825396826,0.9166666666666666,0.125,0.04145823563250528,0.13902013555830695,0.139543829996318,0.008551116358983481,0.016777547427579087,-0.0068951293979093164
2024-08-13,Water Supply [sub],0.463,MIXED,0.0451,0.6388888888888888,0.9880952380952381,0.625,-0.007596145398242826,-0.01234806702268143,0.14618680448551244,0.007002594966277038,-0.03227683360316902,-0.1582633319788977
2024-08-13, Medicinal Chemicals and Botanical Products  [sub],0.868,VOLATILE,0.5334,1.0,1.0,1.0,-0.043409597014802515,-0.06360408297511444,0.23685832644266083,0.029159053389643984,-0.06809028521972871,-0.2095193479313307
2024-08-13,Plastic Products [sub],0.722,MOMENTUM,0.0755,0.996031746031746,1.0,0.4375,0.04146381649115005,0.146679518942763,0.2725878068243127,0.01792105114825121,0.01678312828622386,0.0007642539865467257
2024-08-13,Advertising [sub],0.483,STRESS,-0.0592,0.8571428571428571,0.6746031746031746,0.375,0.05833723827003623,0.15915630692907912,0.33357371670348285,0.02222675758200729,0.033656550065110036,0.013241041972862855
2024-08-13,Computer peripheral equipment [sub],0.793,STRESS,-0.1,1.0,0.9841269841269841,0.09375,0.03311037369270187,0.13496137666032437,0.28584240701864344,0.02633385462960916,0.008429685487775673,-0.01095388829589189
2024-08-13,Consumer Specialties [sub],0.48,STRESS,-0.03,0.8888888888888888,0.30158730158730157,0.3125,0.011339620192521105,0.09882163986528747,0.243553913111801,0.022443376404017765,-0.013341068012405088,-0.04709362509092879
2024-08-13,Computer Communications Equipment [sub],0.562,VOLATILE,0.0481,1.0,0.8373015873015873,0.28125,0.019123749333194162,0.24295113377899225,0.2569331912249698,0.01577198073809965,-0.005556938871732031,0.09703586882277598
2024-08-13,Food Chains [sub],0.558,VOLATILE,0.0283,1.0,0.8968253968253969,0.3125,0.023688297135543657,0.17458480466412785,0.195946379280149,0.019757586966386662,-0.0009923910693825366,0.028669539707911584
2024-08-13,Building Materials [sub],0.662,VOLATILE,0.0178,0.996031746031746,0.9563492063492064,0.3125,0.039013126594086955,0.16504669133818628,0.25040025682764894,0.015377769657942252,0.014332438389160762,0.019131426381970018
2024-08-13,Biotechnology: Commercial Physical & Biological Resarch [sub],0.528,STRESS,-0.0403,0.9920634920634921,0.8849206349206349,0.46875,-0.014729441822936895,0.014397412582580538,0.23694217010217683,0.01880387565073285,-0.03941013002786309,-0.13151785237363572
2024-08-13,Environmental Services [sub],0.441,VOLATILE,0.019,0.9007936507936508,0.7222222222222222,0.28125,0.0023223169493566953,0.10111990835051943,0.1935252452079965,0.012422753596339459,-0.022358371255569498,-0.044795356605696834
2024-08-13,Paper [sub],0.7,DISPERSION,0.0418,0.9206349206349206,0.9642857142857143,0.0,-0.009125665361349622,0.07948376907269372,0.19546854303948163,0.01535843280107321,-0.033806353566275815,-0.06643149588352254
2024-08-13,Publishing [sub],0.929,STRESS,-0.1412,0.9880952380952381,1.0,0.125,-0.04668111948813303,0.14914300907176337,0.25508929254038937,0.022808633495969562,-0.07136180769305922,0.0032277441155471043
2024-08-13,Building Products [sub],0.662,STRESS,-0.1433,0.9920634920634921,0.6031746031746031,1.0,0.05596050126143726,0.272405932406786,0.29198187792645164,0.018501269744040552,0.03127981305651106,0.12649066745056975
2024-08-13,Food Distributors [sub],0.58,VOLATILE,-0.0137,0.8809523809523809,0.8849206349206349,0.375,0.042526685938395925,0.205049762325215,0.15909754773935597,0.014231514940355211,0.01784599773346973,0.05913449736899873
2024-08-13,Agricultural Chemicals [sub],0.491,VOLATILE,-0.0069,0.9047619047619048,0.7896825396825397,0.28125,-0.0391959828763534,0.05184582679757277,0.21043012101069442,0.010516935220170177,-0.06387667108127959,-0.09406943815864349
2024-08-13,Retail: Computer Software & Peripheral Equipment [sub],0.717,VOLATILE,0.0591,0.996031746031746,0.9761904761904762,0.5625,-0.02001925723488307,0.1682910492133569,0.2760364612679753,0.01621066241691439,-0.04469994543980926,0.022375784257140652
2024-08-13,Garments and Clothing [sub],0.478,DISPERSION,0.0354,0.6468253968253969,0.9007936507936508,0.0625,0.03377373414393059,0.17728471863555573,0.17978239781784164,0.013591176293791354,0.009093045939004396,0.031369453679339465
2024-08-13,Ophthalmic Goods [sub],0.717,DISPERSION,-0.0829,0.8412698412698413,0.9007936507936508,0.1875,0.04163538378605902,0.16886665627649422,0.25289186273240355,0.021959446149240586,0.016954695581132828,0.02295139132027796
2024-08-13,Misc Health and Biotechnology Services [sub],0.514,STRESS,-0.0223,0.9880952380952381,0.8095238095238095,0.75,0.00179849188563308,-0.04472833354008854,0.21368150781499687,0.02220685317970429,-0.022882196319293113,-0.1906435984963048
2024-08-13,Banks [sub],0.468,MIXED,0.0231,0.8095238095238095,0.6944444444444444,0.78125,0.02776323287434579,0.23337089194163485,0.31682773973874023,0.016054033204114956,0.0030825446694195957,0.08745562698541859
