as_of,ticker,sector,momentum,leverage,rev_growth,rev_accel,margin,margin_chg,margin_accel,market_cap,earnings_yield,book_to_price,sales_to_price,fwd_63,fwd_126,z_rev_growth,sn_rev_growth,z_rev_accel,sn_rev_accel,z_margin_chg,sn_margin_chg,z_margin_accel,sn_margin_accel,z_earnings_yield,sn_earnings_yield,z_book_to_price,sn_book_to_price,z_sales_to_price,sn_sales_to_price,z_margin,sn_margin,z_lowlev,sn_lowlev,z_mom,z_IMPROVEMENT,z_VALUE,z_LEVELS,z_IMPROV_VALUE,z_LEVELS_VALUE,sn_IMPROVEMENT,sn_VALUE,sn_LEVELS,sn_IMPROV_VALUE,sn_LEVELS_VALUE,z_ALL
2022-01-03,USO,Thematic Proxies,0.09879759519038078,,0.5309833703048714,2.2520350919167935,,,,2709896152.49,0.7622939746609434,,0.7717830973257999,0.4017873426956047,0.343607514134598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02,USO,Thematic Proxies,0.3245762711864406,,0.5309833703048714,2.2520350919167935,,,,3089963659.56,0.6685313280655715,,0.6768532825715547,0.28310940499040305,0.14411388355726173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-04,JBHT,Industrials,0.11436068441480352,1.179201081782889,0.27190404295531323,-0.08361730262463207,0.08707324952970162,0.016091907799007918,0.014688474220313177,21373672907.7,0.03559547314518483,0.14587179346591325,0.5693126330017099,-0.11994113318616628,-0.17223448614177084,0.02313785381519851,0.26850303430136235,0.11752984016822367,-0.04988258633641474,-0.06875309322568045,-0.022708394014720523,0.3450623375932823,0.44827974818943095,-0.2461813542591716,-0.2918706798730691,-0.5426024702045923,-0.6695452163609368,-0.07579412179796967,0.12778684151054667,-0.3287107546386216,-0.7432443496119181,0.4828492998384041,0.39494401209918745,0.6913434461316869,0.10424423458775602,-0.2881926487539112,0.07706927259989124,-0.0919742070830776,-0.10556168807700998,0.1610479505349145,-0.27787635157448637,-0.17415016875636533,-0.058414200519785936,-0.22601326016542583,0.16913167732184387
2022-03-04,CTAS,Industrials,-0.04396790958171448,,0.0940401172876324,0.007943041582323396,0.1983206409468751,-0.0025116641466681744,-0.010042877960105112,9827416785.088,0.11721839270600193,0.36257005049451496,0.7562463425055042,0.0452300027444108,0.0708269121155185,-0.47126554578221114,-0.4603185675140626,0.45143541968814455,0.3981596720527912,-0.19693181388818104,-0.23782626743560284,0.19795501368033877,0.2465706282515725,0.6475667058366686,1.4099388685776946,0.05723705675562812,0.5533683883187834,0.14382899903368124,0.5468667775761616,0.18338836953206258,0.08459170085845621,,,-0.003253361798387975,-0.004701731575477215,0.2828775872086593,0.18338836953206258,0.13908792781659104,0.23313297837036095,-0.013353633661325442,0.8367246781575465,0.08459170085845621,0.4116855222481105,0.46065818950800136,0.09164083127826471
2022-03-04,COF,Finance,-0.1620642259152818,6.084844909796982,0.27393075356415486,-0.2676841532681433,,,,55480226463.76,0.22332280867838955,1.100013534369123,0.08615682207285731,-0.07508201610498066,-0.22293468535639727,0.028771444838504655,0.36677671014970176,-0.5537318175600072,-2.1347060156310436,,,,,1.8093802804205255,2.346268109553838,2.0985444331636303,1.0890851916761002,-0.6434401997889906,-0.7869361450477304,,,-0.7413072943680489,0.22488230112235907,-0.5213488130559178,-0.26248018636075127,1.0881615045983883,-0.7413072943680489,0.4128406591188185,0.17342710511516973,-0.8839646527406709,0.8828057187274027,0.22488230112235907,-0.0005794670066341379,0.5538440099248809,0.1014441683939064
2022-03-04,OKE,Utilities,0.28391818352411335,,1.0863036871327494,0.04565527309289097,0.14722954912453776,-0.1059287609978761,-0.07216981273923456,30529912959.7,0.04912251148503558,0.19702522597886593,0.5417738668902687,-0.016807950891552292,-0.11502484653610057,2.2869018588025694,1.6422680741197104,0.5889657514774488,0.055208742841815386,-0.9094762224418688,-0.16542797202153736,-0.17158916051600867,-0.310276851778542,-0.09806408107004486,0.1954424976392981,-0.40100534255943926,-0.9835704990012103,-0.1081486381305354,-0.09247021957371611,-0.051796501248682895,0.11529682274606433,,,1.4352021179551935,0.44870055683053517,-0.2024060205866732,-0.051796501248682895,0.12314726812193098,-0.12710126091767804,0.3054429982903616,-0.2935327403118761,0.11529682274606433,0.005955128989242747,-0.08911795878290588,0.5604988847330185
2022-03-04,FCX,Basic Materials,0.38158257513096205,1.788483547925608,0.655264564404062,-0.29777891385680766,0.39748143364546334,0.16231307447924206,-0.09415585579293259,72899078666.05,0.07359489445095753,0.19177197100174953,0.3075759037053811,-0.17521452803831572,-0.43524246657353816,1.088754416387993,0.1307545405251305,-0.6634824804906504,-0.01877488592513229,0.9387116094443279,-0.10572143531795691,-0.30236680394891113,-0.48387732679630513,0.16990164374598954,0.24623085374843776,-0.4155468069149141,-0.8812844138122254,-0.38330119196158796,-0.4315364196459212,1.1001745180506142,0.26851257948902224,0.33080867585267987,-0.8874246465203871,1.8636615196728756,0.2654041853481898,-0.20964878504350418,0.715491596951647,0.027877700152342824,0.2529214059540714,-0.11940477687856596,-0.35552999323656964,-0.3094560335156824,-0.23746738505756781,-0.332493013376126,0.6398056399925204
2022-03-04,GOOG,Technology,-0.0838793778905691,0.4277346156138852,0.410304723539731,-0.20548763617512922,0.3229675358579809,0.08011998425856132,-0.06608876441532438,87480750762.00002,0.8691397746100197,2.876461367879635,2.9450707470598507,-0.13289232678887708,-0.1774269236009144,0.4078463703436,0.4911206075185217,-0.3269113063010959,-0.6068739373791336,0.3724007320198974,0.5171041617770468,-0.13541779637102613,-0.4706126621524747,4.720116942759088,4.089504706187461,3.7704291010645514,4.095610308868753,2.7154167985629485,2.8434263633701344,0.7571687063240207,0.9881708420191238,0.6703705839219667,0.6362224017482941,-0.17834730905937632,0.07947949992284384,3.7353209474621956,0.7137696451229937,1.9074002236925196,2.2245452962925945,-0.01731545755900997,3.67618045947545,0.8121966218837089,1.8294325009582202,2.2441885406795796,1.2121510461085543
2022-03-04,REGN,Health Care,-0.08189419163891976,0.3551638890072887,0.5051438535309503,-1.1272844251575744,0.5349860982391103,0.07591896659133346,-0.2392068634892061,69610002000.0,0.11600775417302818,0.26962791927516394,0.23088205054210456,0.01602166309376063,-0.06413500749504353,0.6714680581395052,1.6747627764018294,-3.6885532233418994,-3.4211562261939874,0.34345569546249666,0.18521053355594086,-1.1651609373796565,-0.8470877394385299,0.6343105536903789,1.7704464153309123,-0.20003480500157944,0.34081978611190106,-0.4734066278673645,-0.3950230865363729,1.733142333392305,0.9721641350306084,0.6884799160782277,0.7762260203421553,-0.1696381807917898,-0.9596976017798886,-0.013043626392855001,1.2108111247352664,-0.48637061408637183,0.5988837491712057,-0.6020676639186868,0.5720810383021467,0.8741950776863818,-0.014993312808270043,0.7231380579942643,-0.3807931363215111
2022-03-04,IP,Basic Materials,-0.29999999999999993,,-0.029204046573773623,-0.14456613909768545,,,,16563204000.0,0.10577663596970731,0.5483238629434257,1.3149025997627029,0.11561241411987688,-0.03032456763800051,-0.8138439149758874,-0.7164730067689767,-0.1047405842154997,0.5487030497208317,,,,,0.5222826809307424,0.7773716008116949,0.5714196834100992,1.2668667610127837,0.8001784130406034,1.6035016560669932,,,,,-1.1264811265577748,-0.45929224959569354,0.6312935924604816,,0.08600067143239401,0.6312935924604816,-0.0838849785240725,1.2159133392971573,,0.5660141803865424,1.2159133392971573,-0.3181599278976623
2022-03-04,DECK,Consumer Discretionary,-0.39611644755286024,,0.10205713893365775,-0.05571841136504729,0.24701789599175586,-0.05792504579764232,-0.02923200038342455,1114903989.341,0.37365369931651043,1.403476904701804,2.668857613254014,0.10183986121631206,0.29222762479536746,-0.44898085403506854,-0.47529794498929895,0.21927252729638372,0.42825645512860694,-0.5787303409853181,-0.657164146389433,0.08381404688890486,0.3062535160504411,3.455461339554787,1.8985263017657208,2.9385573017769837,2.5434724083722458,2.3909018107517372,1.0547579366687212,0.40755382042775135,0.49367923202347247,,,-1.548149607118295,-0.1811561552087745,2.9283068173611695,0.40755382042775135,1.3735753310761976,1.6679303188944603,-0.09948803004992098,1.8322522156022292,0.49367923202347247,0.8663820927761541,1.1629657238128508,0.39966701834470003
2022-03-04,ACGL,Finance,0.16182782125725836,2.3288098476468444,-0.09163442375614417,-0.2130048540009044,,,,17443517395.98,0.12364759647025453,0.7765575997374109,0.5302818112894899,0.015210777922642249,-0.011299435028248705,-0.9873798953678973,-0.914253359597436,-0.35432536853768437,-1.6584511643644664,,,,,0.7179646825713802,0.5972925559896268,1.2031904165581642,0.34596624605545173,-0.12165032877003273,0.49780579965224425,,,0.19597540502904365,0.8034009398848125,0.8995845534396585,-0.6708526319527908,0.5998349234531705,0.19597540502904365,-0.03550885424981015,0.39790516424110706,-1.286352261980951,0.4803548672324409,0.8034009398848125,-0.4029986973742551,0.6418779035586267,0.27618894831334606
2022-03-04,CNP,Utilities,0.12495149398525407,,0.08074534161490687,-0.014401529394033163,0.15977011494252874,-0.027807524809024042,-0.05033842003520428,18232856582.329998,0.08150121695358074,0.5163754761897461,0.4528089146492346,0.0924456709210073,0.09624008278716811,-0.5082206633801514,-0.46333548067610014,0.36994842894332863,-0.20199133571278335,-0.37122044336351456,0.19751218824375302,-0.04173141013690517,-0.17318912419782387,0.25647365608311906,0.7660840830442505,0.4829837842928307,0.1350481943849219,-0.21267104079230945,-0.2554064175534741,0.005930809838690829,0.16881191956599803,,,0.7378059475367837,-0.1378060219843106,0.17559546652788008,0.005930809838690829,0.018894722271784736,0.09076313818328545,-0.16025093808573856,0.21524195329189943,0.16881191956599803,0.027495507603080435,0.19202693642894875,0.2585317973601177
2022-03-04,SNAP,Technology,-0.5523538961038961,0.988383100696328,0.5728913106261089,-0.5895895880919586,-0.1693947657594445,0.07794855969571177,-0.40995283912093716,29363614830.29373,-0.01661767472499975,0.12907702344909439,0.14020916783558068,-0.23068509580453356,-0.4042986042047526,0.8597837774524084,1.1181199642300532,-1.7276682165157125,-2.7050039388389524,0.3574396039476147,0.4969977207261424,-2.1807941854467177,-2.621466707022116,-0.8179006687797018,-0.5249134747815757,-0.5890918469094758,-0.3588961772297639,-0.5799356296598678,-0.4817048920763719,-1.5092961538490755,-1.1461793253766217,0.5304661057113323,0.4303234098519294,-2.2335724375962527,-0.6728097551406018,-0.6623093817830151,-0.48941502406887155,-0.6675595684618085,-0.5758622029259434,-0.9278382402262182,-0.45517151469590383,-0.35792795776234615,-0.691504877461061,-0.406549736229125,-1.18956385817329
2022-03-04,CSCO,Telecommunications,-0.050730724004703576,1.3866214300182298,0.0635451505016722,-0.01785312261426375,0.27413522012578617,0.004653614774615622,-0.046416651744147525,234752033680.0,0.05037230057022269,0.16824561381154463,0.21958915197415724,-0.19925676871350195,-0.21093611750132713,-0.5560315554887448,-0.38097718936875147,0.3573610337729578,0.6386894464798919,-0.14756299977000814,0.14429968491674397,-0.018403901228565354,-0.1918688545028522,-0.08437924136539963,-0.36257278345519284,-0.4806697994187581,-0.8059811968584052,-0.4866743345496498,-0.872678008395358,0.5323815378419482,1.2100442416629908,0.43108953170870656,-0.8895442726096987,-0.032922224460902386,-0.09115935567859013,-0.3505744584446025,0.4817355347753274,-0.2208669070615963,0.06558053816536244,0.05253577188125804,-0.6804106629029855,0.16024998452664607,-0.3139374455108637,-0.2600803391881697,-0.15821867952803167
2022-03-04,PODD,Health Care,-0.13254888962545575,2.6829049074240516,0.1777777777777778,0.014719890018166648,0.12227866473149492,0.020569263022093207,0.04216535691794923,18114943330.199997,0.0009274111264809858,0.030709452956034073,0.0606571039153159,-0.1877650834893584,-0.028122731267433365,-0.23850230351568616,-0.024913057251284468,0.47614947601775165,0.7397862678543593,-0.037904089275123225,-0.05546882694147919,0.5085006588638639,0.22067023386644083,-0.6257869030831429,-0.5490034689987822,-0.861381794054715,-0.8292993621780375,-0.6733990964318302,-0.4931427704947169,-0.16665156330624384,-0.043798492477852086,0.10761436260544942,-0.3303755948161045,-0.3918633053885741,0.17706093552270152,-0.7201892645232294,-0.02951860035039721,-0.27156416450026394,-0.3748539324368133,0.22001865438200913,-0.6238152005571788,-0.1870870436469783,-0.20189827308758482,-0.40545112210207856,-0.3116638781297007
2022-03-04,MMM,Health Care,-0.24711375647801326,2.123820284460986,0.07089820359281429,-0.17631472840272644,0.19995526727801385,-0.028667487213004106,-0.006416034512195079,83797503000.0,0.07065843000118989,0.17955188951155263,0.42190994640973967,-0.005179581544333067,-0.1709261909629931,-0.53559247863809,-0.5798289230305053,-0.2205224896098042,-0.4205562529786171,-0.37714558940976256,-0.2695669845717221,0.21952824712026683,0.036312417807968206,0.1377481821981611,0.8564285916070538,-0.4493730499175404,-0.10033358663556506,-0.24897336343518303,-0.2849123351971208,0.19091295686717985,0.14741813899490178,0.24712859395084397,-0.06458831784408156,-0.8944660810973672,-0.2284330776343475,-0.18686607705152078,0.2190207754090119,-0.20764957734293416,0.016077349178745565,-0.3084099356932191,0.1570608899247893,0.04141491057541011,-0.0756745228842149,0.09923790025009971,-0.4365884119277452
2022-03-04,MOD,Consumer Discretionary,-0.23801787164906574,2.193863319386332,0.03696056163534989,-0.0009674834448407665,0.15810434090003983,0.38255199731135514,0.42239528251658676,486952344.48,0.12691180297323373,0.8834540071049377,4.087874352726845,0.24946695095948823,0.5767590618336884,-0.629927996619626,-0.6313528920961496,0.41894019428469975,0.5542222231718131,2.456159089484243,1.7360422553065635,2.5030010004729464,0.8635608863779656,0.7537068276145523,0.3177020027677723,1.499088922195988,1.3554621285397637,4.051347121847921,2.0098174031455778,-0.001737158078201335,-0.10473589052436527,0.22965002312748972,0.31689514810398145,-0.8545619020226418,1.1870430719055658,2.101380957219487,0.1139564325246442,1.6442120145625263,1.1076686948720655,0.6306181181900481,1.2276605114843713,0.10607962878980809,0.9291393148372097,0.6668700701370897,0.8112873757008036
2022-03-04,CARR,Industrials,-0.22306629834254144,2.689314914011841,0.06777289084366256,-0.30181421892471616,0.15502714847406854,-0.06108640610410018,-0.09374127696483117,38498131575.0,0.04418396245246871,0.1842686829146461,0.535428582029828,-0.12022222222222212,-0.12044444444444447,-0.5442798234281331,-0.5679520967993167,-0.6781985771688596,-1.1176094499628588,-0.6005121321820974,-0.9151410305818464,-0.2999008012205503,-0.4360742299951342,-0.15213980687468362,-0.11280365815237883,-0.4363165576204785,-0.4528564477104306,-0.1156035335975701,0.05182341066314213,-0.015902232208661334,-0.23757238194110133,0.10601480664328623,-0.6396247177484138,-0.7889684748968209,-0.5307228334999101,-0.23468663269757742,0.045056287217312446,-0.38270473309874375,-0.09481517274013249,-0.7591942018347889,-0.1712788983998891,-0.43859854984475755,-0.465236550117339,-0.3049387241223233,-0.5181259803647694
2022-03-04,ORLY,Consumer Discretionary,0.16458484502954285,,0.16357622191671095,0.07879982258486606,0.2053417704366985,0.016471189446283202,0.025632663883865675,2992978654.002,0.7232544064774855,-0.022192941440188307,4.4529428842331775,-0.06301875876187724,0.0424575535726206,-0.27797797274387187,-0.32781926578027887,0.7098384950423853,0.7377433131415261,-0.0661398404342018,-0.25295341796836995,0.41016069703824803,0.5445266819501813,4.720116942759088,4.138345728532458,-1.0078201995353122,-0.7135196215765645,4.051347121847921,2.255524269899987,0.21570835669422875,0.21318629980832227,,,0.9116797780815085,0.1939703447256399,2.587881288357232,0.21570835669422875,1.390925816541436,1.4017948225257304,0.17537432783576462,1.893450125618627,0.21318629980832227,1.0344122267271958,1.0533182127134746,1.2311771370547935
2022-03-04,HUBS,Technology,-0.3292957334891876,1.4889637090452152,0.4851894826718042,-0.041214194983297814,-0.04400713453912941,0.023689955900260212,0.01019120399204379,21835777091.699997,-0.0035646544509554752,0.040016849243810056,0.05956545510323942,-0.22856893884931262,-0.31298607934121947,0.6160014493116874,0.7799063963386238,0.2721670289321965,0.2904582258332478,-0.016402496899633502,-0.0054132022146849606,0.31831162120027057,0.17523869406891052,-0.6749737603685618,-0.4371443816059755,-0.8356181157351706,-0.5032950213356956,-0.6746816437027146,-0.577307089257068,-0.9321060255073539,-0.6026342350939339,0.4055509928075409,0.24648443522819757,-1.2550032238866216,0.29751940063613025,-0.7284245066021491,-0.2632775163499065,-0.21545255298300942,-0.4958510114760278,0.31004752850652434,-0.5059154973995797,-0.17807489993286815,-0.0979339844465277,-0.34199519866622397,-0.5619694432842134
2022-03-04,LPLA,Finance,0.047190561887622495,3.783862396013727,0.383798956516499,-0.005178103598716399,,,,12563989448.910002,0.03660190912050599,0.13296198685879415,0.6145205733732788,0.26058175800394623,0.39551906307682505,0.33416902809429405,0.7517818485568463,0.4035847522011684,0.15171281777187964,,,,,-0.2351611628056702,-0.9338333588315902,-0.5783379320146989,-1.1326527621040063,-0.02268059306561641,0.741487361479102,,,-0.16711907032370438,0.5792882770154795,0.39666418752172267,0.36887689014773123,-0.27872656262866186,-0.16711907032370438,0.04507516375953469,-0.22292281647618312,0.45174733316436294,-0.44166625315216484,0.5792882770154795,0.005040540006099048,0.06881101193165731,0.16227150501359736
2022-03-04,CAH,Health Care,0.008026880716819118,,0.09426831323270979,-0.031240454206174162,-0.020898871460941108,-0.031996341430368905,-0.05740840181250736,14961315168.0,0.03709566931569368,0.06670536572443655,11.448592458392625,-0.0033333333333332993,0.3146296296296296,-0.4706312358703103,-0.45849194425722717,0.30853962804169127,0.46062355841221364,-0.40008141464266694,-0.28404197635234196,-0.08378516004047157,-0.15719462664658623,-0.22975462725198015,0.17996952545470368,-0.7617419926849696,-0.653006974907219,4.051347121847921,3.805895434797023,-0.8257330028890528,-0.396258889505256,,,0.2248508261990708,-0.16148954562793938,1.019950167303657,-0.8257330028890528,0.42923031083785884,0.09710858220730212,-0.10977624721098543,1.1109526617815024,-0.396258889505256,0.5005882072852585,0.3573468861381232,0.36110381595826285
2022-03-04,SPGI,Finance,-0.09312416555407199,4.6702755905511815,0.1305525460455037,0.046661655669796076,0.518926689027312,0.007550741031645658,0.02830070962858633,98260305000.0,0.030775398061302577,0.02067976483484353,0.0844389807257366,-0.1757330388909336,-0.14702490491964182,-0.3697729646548963,-0.135655705662455,0.5926358639095374,0.6032353714801155,-0.1276017827355472,0.3075510216349682,0.42603079854826315,0.6497826677769833,-0.29895982357778284,-1.0363211712362852,-0.8891448386710795,-1.3883614530593753,-0.6454584429338452,-0.7919054282147924,1.6592169200653462,0.7606183833744273,-0.38831502244073907,0.44275958487080863,-0.21890473358372767,0.13032297876683926,-0.6111877017275692,0.6354509488123036,-0.24043236148036495,0.012131623542367187,0.356228338807403,-1.0721960175034841,0.601688984122618,-0.35798383934804057,-0.2352535166904331,-0.23325648551481917
2022-03-04,PLD,Real Estate,0.08933342962374535,0.6205788378709549,0.14900723913432645,0.05639687666684723,0.9460082850975507,0.5120560524089055,0.3788405380222669,111621600000.0,0.026804077347036773,0.2994659904534606,0.04263905910683954,-0.15420312914346335,-0.1919252187748608,-0.31847496835019257,-0.27316732736048305,0.6281386204460067,0.4380882251838933,3.34844279454273,,2.5030010004729464,,-0.3424446707688818,0.12608569527702554,-0.11744044200846813,-0.06396564263830819,-0.6945679869579221,-0.724433384749353,2.2720033676064535,,0.6222481489048747,0.6250583048478564,0.581547414661187,1.5402768617778726,-0.38481769991175735,1.447125758255664,0.5777295809330576,0.5311540291719533,0.08246044891170512,-0.22077111070354524,0.6250583048478564,-0.06915533089592006,0.20214359707215557,0.5790021921757674
2022-03-04,COR,Health Care,0.17858857417186758,,0.1354287969683312,-0.04176955238763025,0.010806940470554418,0.00038683599911878107,-0.0023125131064752336,30805943291.7,0.0523987201013549,0.00784088958785688,7.177222099852756,-0.0018329938900204512,0.002783435166327175,-0.35621858579765514,-0.24478782312631367,0.2701417314353331,0.39666991259158535,-0.17696113075206457,-0.14322889277631795,0.24393686207229884,0.05188455813242777,-0.06219051625443027,0.4884032547523009,-0.9246839563384508,-0.9412996788686834,4.051347121847921,3.608929940394921,-0.679783346772147,-0.3182086355434094,,,0.9731149573870863,-0.004775280760521937,1.0214908830850133,-0.679783346772147,0.5083578011622457,0.17085376815643316,0.015134438705345374,1.0520111720928462,-0.3182086355434094,0.5335728053990958,0.3669012682747184,0.6632768532371925
2022-03-04,MET,Finance,0.03762568926370413,10.253978838801459,0.5589123867069485,-0.027507366379471154,,,,52788506051.119995,0.12415581516273931,1.2783464630472954,0.03928885575946313,0.03454204438887154,0.016880275085964458,0.8209269520315006,1.365422270587481,0.32215358793852766,-0.04277430746661605,,,,,0.7235295346124088,0.606232077683946,2.5921854113909104,1.498793481863004,-0.6985040459840043,-0.9225133893991678,,,-1.7816748730690817,-0.4172633779026198,0.35470253154328607,0.5715402699850141,0.8724036333397716,-1.7816748730690817,0.7219719516623928,-0.45463561986465506,0.6613239815604325,0.394170723382594,-0.4172633779026198,0.5277473524715133,-0.011546327260012895,0.5995488116226906
2022-03-04,AIG,Finance,0.040738728951656755,7.993207592940748,0.25574796986596215,0.11898764632402936,0.28944292948967665,-0.08234065333000834,-0.06817201284296165,46832282999.88,0.20046001174070577,1.408344752276309,1.1115622956099191,-0.0033054975643701523,-0.08820459290187888,-0.021770732507378113,0.30305977507444304,0.8563969062355399,1.2331923091758739,-0.7469540211922674,-0.12169446996175061,-0.14780939950699276,-0.22687670335380455,1.5590390708513802,1.9484161231807662,2.952031925091652,1.7974560855785504,0.5612796488346483,2.179304112006166,0.6028466917520431,0.1492992223770814,-1.2175209871288781,-0.0690508926443141,0.3683596188427481,-0.015034311742774607,1.6907835482592268,-0.3073371476884175,0.8378746182582261,0.6917232002854047,0.2969202277336904,1.9750587735884941,0.04012416486638365,1.1359895006610923,1.0075914692274388,0.6813696184530668
2022-03-04,BX,Finance,-0.05579800498753118,2.068405318833611,1.052250026212553,-0.05077417542897589,,,,84858925510.31999,0.06902511391435968,0.11104186086888466,0.2660550774621146,0.0015681743149553729,-0.22565203037306047,2.1922438461421536,3.0780004875805242,0.23730334598559227,-0.24542742906502818,,,,,0.11986382947000182,-0.3635120641997739,-0.6390147375644558,-1.1830128240767146,-0.4320828347335665,-0.26653571704075907,,,0.260956869701947,0.8435094242423496,-0.05515268269155043,1.214773596063873,-0.3170779142760068,0.260956869701947,0.44884784089393315,-0.028060522287029904,1.416286529257748,-0.6043535351057492,0.8435094242423496,0.4059664970759994,0.11957794456830023,0.2808476663654386
2022-03-04,WEC,Utilities,-0.022623966942148743,,0.05784373107207763,-0.02448338199049105,0.22330375035785857,-0.000923990405315267,-0.002181342806223119,29843260977.91,0.04351066061316659,0.3721644229235241,0.2786558749781235,0.10115209808688297,0.08878554064052424,-0.571879632258336,-0.5112906418902385,0.33318156373533436,-0.24516801466350546,-0.1859927324262814,0.3224092682309724,0.24471709081620974,0.12920772119589333,-0.15951227303949486,0.09653936262389516,0.08379510986695243,-0.37009366747356975,-0.4172785146204121,-0.5743616177288163,0.2983917712787934,0.43993275254276965,,,0.09038376370031394,-0.044993427533268335,-0.1643318925976515,0.2983917712787934,-0.1046626600654599,0.06702993934057096,-0.07621041678171958,-0.28263864085949697,0.43993275254276965,-0.17942452882060828,0.07864705584163634,-0.03964718547686862
2022-03-04,CL,Consumer Discretionary,-0.014773306164034605,23.101806239737275,0.0628461353238623,-0.030302440503697348,0.21907566832804712,-0.026048338414067007,-0.017100321340623004,65020091493.92,0.03331277994591167,0.009366335635761868,0.26793256668408455,0.020294725956566895,0.010470527404343288,-0.5579745885067223,-0.5692978348190246,0.3119604103862311,0.4867311223484866,-0.3590996387045534,-0.4839711471881446,0.15597584481802607,0.35894049795057886,-0.2711762041079845,-0.2819675797266682,-0.9204613896767452,-0.6414213625122576,-0.4298770258222077,-0.5611681692346276,0.2789288690317749,0.3056195871876568,-4.127266105834682,-3.249168789038128,0.12482507198818923,-0.11228449300175464,-0.5405048732023124,-1.9241686184014535,-0.32639468310203357,-1.232336745801883,-0.051899340427025945,-0.49485237049118447,-1.4717746009252355,-0.2733758554591052,-0.98331348570821,-0.17598809807195928
2022-03-04,PPG,Consumer Discretionary,-0.2186219504507344,2.376710149538657,0.18643147896879242,-0.25933966530981456,0.1253430924062214,-0.058917423197577784,-0.07531444702544465,29252070100.4,0.049193099669904136,0.21489077451356317,0.5743866995508891,0.012182331585316675,-0.0015328761597418472,-0.21444785137269495,-0.2730287364098697,-0.5233008366407469,-0.04021610994744787,-0.5855678271363403,-0.6625559459930194,-0.1902941116709047,0.10612086964789533,-0.09729116025771162,-0.18022565560439407,-0.3515519582596145,-0.17189367965065988,-0.0698327447205218,-0.3549113207466174,-0.1525452484675699,-0.3252290033239352,0.18402234188767,0.28565218301805306,-0.7694708605931923,-0.3784026567051717,-0.17289195441261596,0.015738546710050053,-0.27564730555889383,-0.07857670385128296,-0.21741998067561039,-0.23567688533389045,-0.019788410152941055,-0.22654843300475042,-0.12773264774341575,-0.44025515723699327
